Race Type,Gender,Bib,Name,Nationality Flag,Gun Time,Rank,Gender Rank,Chip Time,Speed (Km/Hr),Pace (min/km)
MARATHON ELITE,Female,51,00ae6b0d-017d-4497-803f-92378d801c62,[img:flags/ET.gif],02:27:19.582,10 / 18,1 / 9,02:27:19.582,17.1 Km/Hr,3:29 min/km
MARATHON ELITE,Female,59,81b83bbc-7e22-4219-a351-5b1ed8b19609,[img:flags/ET.gif],02:27:48.422,11 / 18,2 / 9,02:27:48.022,17.1 Km/Hr,3:30 min/km
MARATHON ELITE,Female,64,8c70c7c1-f933-4f81-adbc-d02dc01348e6,[img:flags/ET.gif],02:28:44.035,12 / 18,3 / 9,02:28:43.357,17.0 Km/Hr,3:31 min/km
MARATHON ELITE,Female,60,d87ca0a9-7657-43d1-8389-e57e8b975952,[img:flags/ET.gif],02:29:21.107,13 / 18,4 / 9,02:29:20.048,16.9 Km/Hr,3:32 min/km
MARATHON ELITE,Female,63,be2d9a79-b21f-4404-a4c1-f81df15ef70b,[img:flags/KE.gif],02:29:52.317,14 / 18,5 / 9,02:29:51.716,16.8 Km/Hr,3:33 min/km
MARATHON ELITE,Female,62,cd7b1abd-88d4-4882-b091-e7f3baa6328a,[img:flags/ET.gif],02:30:54.880,15 / 18,6 / 9,02:30:54.483,16.7 Km/Hr,3:34 min/km
MARATHON ELITE,Female,56,b0e26f16-7805-4e34-81f9-fa2aba55ee00,[img:flags/ET.gif],02:32:51.461,16 / 18,7 / 9,02:32:50.499,16.5 Km/Hr,3:37 min/km
MARATHON ELITE,Female,55,8cd66ab2-a03f-4c86-91be-f9a38ecb8713,[img:flags/ET.gif],02:33:19.059,17 / 18,8 / 9,02:33:18.580,16.5 Km/Hr,3:37 min/km
MARATHON ELITE,Female,57,ea8a2976-c3e6-4e7d-9c97-4c8b442de100,[img:flags/ET.gif],02:35:39.251,18 / 18,9 / 9,02:35:38.393,16.2 Km/Hr,3:41 min/km
MARATHON ELITE,Female,53,910be379-3def-476b-bbd5-12395fc1d1c6,[img:flags/ET.gif],,DNF,DNF,,,
MARATHON ELITE,Female,61,fb58be6a-3243-4fb8-b8b9-df5822b6fd4a,[img:flags/KE.gif],,DNF,DNF,,,
MARATHON ELITE,Female,52,1d9eabcb-8c18-4d30-b391-73b1d20649d6,[img:flags/ET.gif],,DNF,DNF,,,
MARATHON ELITE,Male,5,ae9760bb-031f-426f-b39a-64064ed12e6f,[img:flags/KE.gif],02:08:38.519,1 / 18,1 / 9,02:08:37.576,19.6 Km/Hr,3:02 min/km
MARATHON ELITE,Male,6,a450d8bb-a358-4e22-8a0f-b3617899011c,[img:flags/ET.gif],02:08:50.985,2 / 18,2 / 9,02:08:50.229,19.6 Km/Hr,3:03 min/km
MARATHON ELITE,Male,13,7bff8a12-a38f-460b-96e5-49a0a5c9ccc3,[img:flags/MA.gif],02:10:37.352,3 / 18,3 / 9,02:10:37.135,19.3 Km/Hr,3:05 min/km
MARATHON ELITE,Male,11,50130b7e-5121-4da7-b56e-f7068abee8fb,[img:flags/KE.gif],02:11:05.207,4 / 18,4 / 9,02:11:04.217,19.3 Km/Hr,3:06 min/km
MARATHON ELITE,Male,3,72f28c68-8c98-4b87-905c-43676ec3ac8e,[img:flags/ET.gif],02:12:26.077,5 / 18,5 / 9,02:12:25.676,19.1 Km/Hr,3:08 min/km
MARATHON ELITE,Male,2,694c1162-f46c-4901-bea8-8160b052f814,[img:flags/KE.gif],02:12:46.731,6 / 18,6 / 9,02:12:45.460,19.0 Km/Hr,3:08 min/km
MARATHON ELITE,Male,8,f8a11382-8dad-4cf4-8033-ad62b57ba78d,[img:flags/KE.gif],02:12:50.587,7 / 18,7 / 9,02:12:50.135,19.0 Km/Hr,3:08 min/km
MARATHON ELITE,Male,14,be58d004-74a1-4b27-8494-24e96211773d,[img:flags/ET.gif],02:12:52.729,8 / 18,8 / 9,02:12:51.552,19.0 Km/Hr,3:08 min/km
MARATHON ELITE,Male,9,7880d0ac-3557-4eba-b71f-243d8b1b818e,[img:flags/ET.gif],02:17:59.426,9 / 18,9 / 9,02:17:58.202,18.3 Km/Hr,3:16 min/km
MARATHON ELITE,Male,17,112f5ac7-a837-4a70-8035-573024a98271,[img:flags/ET.gif],,DNF,DNF,,,
MARATHON ELITE,Male,7,f2a4c444-6601-44c6-b0f3-f21c73fa24be,[img:flags/KE.gif],,DNF,DNF,,,
MARATHON ELITE,Male,1,18584be4-c244-4a72-a70b-82db83a081ab,[img:flags/ET.gif],,DNF,DNF,,,
MARATHON ELITE,Male,16,679a13c0-c98a-4898-bab5-b392411d36e7,[img:flags/KE.gif],,DNF,DNF,,,
MARATHON ELITE,Male,15,94ae1b71-3881-4e15-8161-64907b73f4ca,[img:flags/KE.gif],,DNF,DNF,,,
MARATHON ELITE,Male,10,a7c0cdf6-406f-489e-90d0-93b5dca83d16,[img:flags/KE.gif],,DNF,DNF,,,
MARATHON ELITE,Male,12,38a85195-6659-47b4-9703-34a52a8b714a,[img:flags/KE.gif],,DNF,DNF,,,
MARATHON ELITE,Male,4,089761c4-a324-4fb8-9935-ad57d0392f3b,[img:flags/KE.gif],,DNF,DNF,,,
HALF MARATHON ELITE,Female,2052,e937803d-e6ed-41c0-9bb1-86d39915b4fa,[img:flags/ET.gif],01:10:21.178,7 / 11,1 / 5,01:10:20.743,17.9 Km/Hr,3:20 min/km
HALF MARATHON ELITE,Female,2053,d92cc0b7-fa3e-40c9-96e8-0100b3aa225a,[img:flags/KE.gif],01:10:33.882,8 / 11,2 / 5,01:10:33.461,17.9 Km/Hr,3:20 min/km
HALF MARATHON ELITE,Female,2051,41a83153-c6a4-4012-8eaa-41211684dcab,[img:flags/KE.gif],01:10:34.559,9 / 11,3 / 5,01:10:33.817,17.9 Km/Hr,3:20 min/km
HALF MARATHON ELITE,Female,2056,cfc97c49-60f7-4543-b75e-a3e83ac7f0b5,[img:flags/ET.gif],01:11:41.849,10 / 11,4 / 5,01:11:41.533,17.6 Km/Hr,3:23 min/km
HALF MARATHON ELITE,Female,2054,e2eb267e-a0df-4d15-90e8-a0dd4563f765,[img:flags/KE.gif],01:14:08.206,11 / 11,5 / 5,01:14:07.698,17.0 Km/Hr,3:30 min/km
HALF MARATHON ELITE,Male,2004,bb2f450c-8a13-441f-b76e-981ed243c07d,[img:flags/KE.gif],01:02:30.393,1 / 11,1 / 6,01:02:29.227,20.2 Km/Hr,2:57 min/km
HALF MARATHON ELITE,Male,2002,f32d1c7c-34cf-425f-b566-14fcfe906ab4,[img:flags/ET.gif],01:03:06.784,2 / 11,2 / 6,01:03:06.350,20.0 Km/Hr,2:59 min/km
HALF MARATHON ELITE,Male,2007,3e80037d-0237-4902-9cc3-4da4ba49a2e6,[img:flags/KE.gif],01:03:17.113,3 / 11,3 / 6,01:03:16.799,20.0 Km/Hr,2:59 min/km
HALF MARATHON ELITE,Male,2006,5fa2614e-de53-4fed-802f-91718ef29ca7,[img:flags/KE.gif],01:03:23.434,4 / 11,4 / 6,01:03:22.784,19.9 Km/Hr,3:00 min/km
HALF MARATHON ELITE,Male,2001,de9f7a14-e06b-4cfc-806d-6f1469a9c77f,[img:flags/ET.gif],01:04:40.692,5 / 11,5 / 6,01:04:40.178,19.5 Km/Hr,3:03 min/km
HALF MARATHON ELITE,Male,2005,820fbe2b-f023-45e2-9aca-705e365b79d4,[img:flags/KE.gif],01:05:04.428,6 / 11,6 / 6,01:05:03.474,19.4 Km/Hr,3:05 min/km
MARATHON,Female,1806,bd7a5288-c162-4789-8422-66e87a3821e7,[img:flags/RO.gif],03:33:47.714,39 / 462,1 / 53,03:33:47.139,11.8 Km/Hr,5:03 min/km
MARATHON,Female,1399,94010e3a-72e9-408f-bc28-79dda7e6b681,[img:flags/IT.gif],03:49:59.528,77 / 462,2 / 53,03:49:59.012,11.0 Km/Hr,5:26 min/km
MARATHON,Female,1589,86b031e8-1d6a-4223-a494-2592c26768a4,[img:flags/MA.gif],04:00:09.606,111 / 462,3 / 53,04:00:02.894,10.5 Km/Hr,5:41 min/km
MARATHON,Female,1813,c9aad983-a0da-4f66-85b0-615715a8dd9e,[img:flags/DE.gif],04:02:09.677,113 / 462,4 / 53,04:02:01.890,10.4 Km/Hr,5:44 min/km
MARATHON,Female,1260,d55512ba-06e4-4c9d-9fca-40dc7e567ec3,[img:flags/ZA.gif],04:04:37.268,120 / 462,5 / 53,04:04:28.118,10.3 Km/Hr,5:47 min/km
MARATHON,Female,1317,ff939da6-16c5-4eae-a020-9d9ee9f8f533,[img:flags/SA.gif],04:07:53.346,128 / 462,6 / 53,04:07:43.913,10.2 Km/Hr,5:52 min/km
MARATHON,Female,1355,d44a0a08-bed8-4c8f-b2a8-eb43d43f41a0,[img:flags/JP.gif],04:10:55.092,140 / 462,7 / 53,04:10:42.461,10.0 Km/Hr,5:56 min/km
MARATHON,Female,1581,818f3b86-354c-4e1c-8846-5397ade6d3c1,[img:flags/PK.gif],04:11:36.563,143 / 462,8 / 53,04:11:17.004,10.0 Km/Hr,5:57 min/km
MARATHON,Female,1356,110a265d-d0be-421a-9ab5-4531bf842d58,[img:flags/SA.gif],04:12:31.037,149 / 462,9 / 53,04:12:24.018,10.0 Km/Hr,5:58 min/km
MARATHON,Female,1920,8db0b6f2-6c8d-4f07-a145-04392c0f9a3a,[img:flags/AU.gif],04:14:15.763,152 / 462,10 / 53,04:14:05.854,9.9 Km/Hr,6:01 min/km
MARATHON,Female,1446,c5175cb3-dcf2-4233-9cf0-5e717376f4ca,[img:flags/PH.gif],04:15:08.504,157 / 462,11 / 53,04:14:50.469,9.9 Km/Hr,6:02 min/km
MARATHON,Female,1283,b4bd355d-e006-4cfd-a96b-85889e5ce608,[img:flags/JP.gif],04:17:08.909,166 / 462,12 / 53,04:16:56.240,9.8 Km/Hr,6:05 min/km
MARATHON,Female,1255,5eed5ab3-5ba3-463d-a5fa-b9bbc49fecd5,[img:flags/SA.gif],04:20:07.391,169 / 462,13 / 53,04:20:05.850,9.7 Km/Hr,6:09 min/km
MARATHON,Female,1523,8a301fa6-d3d8-4c8d-acd5-73a0172a3f5b,[img:flags/UA.gif],04:20:54.522,171 / 462,14 / 53,04:20:46.896,9.7 Km/Hr,6:10 min/km
MARATHON,Female,1394,b857e503-29e6-4311-8980-b87148495f22,[img:flags/IE.gif],04:21:21.290,172 / 462,15 / 53,04:21:13.427,9.6 Km/Hr,6:11 min/km
MARATHON,Female,1646,1c69405e-55b7-476b-9430-d9f6fd2546c2,[img:flags/AU.gif],04:22:12.082,175 / 462,16 / 53,04:21:53.674,9.6 Km/Hr,6:12 min/km
MARATHON,Female,1326,1547be1c-06b6-45bd-8275-3b5951960861,[img:flags/PH.gif],04:22:01.732,177 / 462,17 / 53,04:21:59.994,9.6 Km/Hr,6:12 min/km
MARATHON,Female,1437,7ae07cb1-524f-4cdd-9030-c635291b24a8,[img:flags/TR.gif],04:24:13.787,182 / 462,18 / 53,04:24:07.574,9.5 Km/Hr,6:15 min/km
MARATHON,Female,1362,8d09b4d4-8bb0-4a21-8eac-868fd04eaf8b,[img:flags/BH.gif],04:24:54.975,184 / 462,19 / 53,04:24:30.985,9.5 Km/Hr,6:16 min/km
MARATHON,Female,1114,0bc1391f-bba1-4555-9457-dc99717afded,[img:flags/SA.gif],04:27:11.658,189 / 462,20 / 53,04:27:02.107,9.4 Km/Hr,6:19 min/km
MARATHON,Female,1324,94e49548-90f9-4db5-b587-73b9791ca46e,,04:37:42.799,199 / 462,21 / 53,04:31:06.191,9.3 Km/Hr,6:25 min/km
MARATHON,Female,1444,60e6dc80-a778-4ac4-bed1-cd78555f33fd,[img:flags/SA.gif],04:31:29.785,202 / 462,22 / 53,04:31:29.785,9.3 Km/Hr,6:26 min/km
MARATHON,Female,1433,fc88e82f-1afe-4c40-b66e-5bc9c6d4027a,[img:flags/CA.gif],04:36:20.374,216 / 462,23 / 53,04:35:58.378,9.1 Km/Hr,6:32 min/km
MARATHON,Female,1667,1d5b539f-63f3-41b8-84b0-8e9130772247,[img:flags/GB.gif],04:37:35.112,219 / 462,24 / 53,04:37:25.618,9.1 Km/Hr,6:34 min/km
MARATHON,Female,1205,dcc9d851-95bc-4ab4-868a-b6b6fa749fe4,,04:38:39.746,220 / 462,25 / 53,04:38:39.746,9.0 Km/Hr,6:36 min/km
MARATHON,Female,1330,0df4caf7-46ba-4566-ad32-ff1add29c759,[img:flags/FR.gif],04:40:08.253,226 / 462,26 / 53,04:40:03.478,9.0 Km/Hr,6:38 min/km
MARATHON,Female,1331,20925575-af8b-47ab-9e6c-a1d06c66a3c2,,04:47:25.084,247 / 462,27 / 53,04:47:08.292,8.8 Km/Hr,6:48 min/km
MARATHON,Female,1683,ee2487f2-0a22-4f99-b4f4-9c250fead89f,[img:flags/JP.gif],04:51:17.917,257 / 462,28 / 53,04:51:06.865,8.6 Km/Hr,6:53 min/km
MARATHON,Female,1402,03a3f16b-3137-4777-960c-a6885a641ec3,,04:54:58.014,265 / 462,29 / 53,04:54:46.146,8.5 Km/Hr,6:59 min/km
MARATHON,Female,1352,15f8d058-9ec3-409f-b23e-4aacac9b3a17,,04:57:47.005,273 / 462,30 / 53,04:57:35.954,8.5 Km/Hr,7:03 min/km
MARATHON,Female,1080,cab5f7e1-9674-4bf2-bf94-b8701f5ec5a0,[img:flags/NL.gif],05:01:32.512,284 / 462,31 / 53,05:01:05.313,8.4 Km/Hr,7:08 min/km
MARATHON,Female,1665,2d054791-8d6d-4d9f-abc8-f90985e94c2b,[img:flags/MX.gif],05:03:08.990,287 / 462,32 / 53,05:02:54.662,8.3 Km/Hr,7:10 min/km
MARATHON,Female,1281,0f1ba5b6-a6c4-40e0-8762-f5f42013b89a,[img:flags/ER.gif],05:04:12.702,294 / 462,33 / 53,05:04:01.411,8.3 Km/Hr,7:12 min/km
MARATHON,Female,1593,30ad3cb2-31d3-4962-99f0-f8258947ca7a,[img:flags/GB.gif],05:05:38.548,299 / 462,34 / 53,05:05:32.302,8.2 Km/Hr,7:14 min/km
MARATHON,Female,1473,49cd3b2e-3136-4db6-94f9-89e1d7e009a9,[img:flags/SA.gif],05:09:39.005,308 / 462,35 / 53,05:09:16.587,8.1 Km/Hr,7:19 min/km
MARATHON,Female,1649,8835cd80-0992-411d-9c0e-3d927b23d077,[img:flags/SA.gif],05:09:44.257,310 / 462,36 / 53,05:09:26.408,8.1 Km/Hr,7:19 min/km
MARATHON,Female,1008,086cc4b8-737d-4b58-af65-22d1ad13491c,[img:flags/JO.gif],05:21:51.419,335 / 462,37 / 53,05:21:51.419,7.8 Km/Hr,7:37 min/km
MARATHON,Female,1025,f4617acd-0669-4435-a77a-a2354664c717,[img:flags/EG.gif],05:21:51.766,337 / 462,38 / 53,05:21:51.766,7.8 Km/Hr,7:37 min/km
MARATHON,Female,1059,d007d4d7-18d5-4c86-a4db-47a187896e1e,[img:flags/GB.gif],05:23:11.385,350 / 462,39 / 53,05:22:51.435,7.8 Km/Hr,7:39 min/km
MARATHON,Female,1562,d606f8e2-ee28-4370-a90d-1141f05a97a5,[img:flags/EG.gif],05:35:26.836,376 / 462,40 / 53,05:35:12.827,7.5 Km/Hr,7:56 min/km
MARATHON,Female,1570,77ff3cff-a9bf-4751-9050-3b69b202708d,[img:flags/SA.gif],05:35:30.790,377 / 462,41 / 53,05:35:16.601,7.5 Km/Hr,7:56 min/km
MARATHON,Female,1391,388ea199-aeab-4c93-8765-cd0c21f56811,[img:flags/SA.gif],05:35:33.459,378 / 462,42 / 53,05:35:18.770,7.5 Km/Hr,7:56 min/km
MARATHON,Female,1223,75dcc45c-1843-4955-ba7f-425097d6e2da,[img:flags/SA.gif],05:41:07.252,381 / 462,43 / 53,05:37:20.964,7.5 Km/Hr,7:59 min/km
MARATHON,Female,1359,f2521c3d-3437-4bad-b379-8c924a28b43b,[img:flags/SA.gif],05:40:46.226,390 / 462,44 / 53,05:40:37.194,7.4 Km/Hr,8:04 min/km
MARATHON,Female,1472,cb919f85-ce13-4476-9954-5c577da1b420,[img:flags/SA.gif],05:52:47.990,412 / 462,45 / 53,05:52:47.990,7.1 Km/Hr,8:21 min/km
MARATHON,Female,1274,f23e3ee7-b667-4a71-a818-2e389f7ca1f1,[img:flags/LB.gif],05:58:24.781,419 / 462,46 / 53,05:58:10.369,7.0 Km/Hr,8:29 min/km
MARATHON,Female,1210,8ee3b0e8-6570-402d-98da-2c3ca1cd185a,[img:flags/SA.gif],06:04:37.032,427 / 462,47 / 53,06:04:24.083,6.9 Km/Hr,8:38 min/km
MARATHON,Female,1211,a854cfb7-62b0-4c02-ad60-8920b4a1ec75,,06:04:38.432,429 / 462,48 / 53,06:04:25.577,6.9 Km/Hr,8:38 min/km
MARATHON,Female,1404,733be9ad-7fc8-4040-8e95-f548e774db79,,06:10:37.909,446 / 462,49 / 53,06:10:19.320,6.8 Km/Hr,8:46 min/km
MARATHON,Female,1914,3abf9a52-c9cb-42ad-bdb6-8fbb6d2dd9d1,,06:10:59.393,449 / 462,50 / 53,06:10:27.392,6.8 Km/Hr,8:46 min/km
MARATHON,Female,1224,a432da67-7b00-4bab-bcfc-311a4abff924,[img:flags/SA.gif],06:12:19.336,451 / 462,51 / 53,06:12:19.336,6.8 Km/Hr,8:49 min/km
MARATHON,Female,1509,fb554aeb-e4db-475c-9b33-eefe4229c3eb,[img:flags/SA.gif],06:13:15.698,452 / 462,52 / 53,06:13:01.290,6.7 Km/Hr,8:50 min/km
MARATHON,Female,1199,1fadb2ba-7c12-4a4e-9628-fdcb8e797e56,[img:flags/SA.gif],06:27:45.354,461 / 462,53 / 53,06:27:45.354,6.5 Km/Hr,9:11 min/km
MARATHON,Female,1118,df9ba0bb-002d-4ca5-9f23-7fab4759d2a1,[img:flags/SA.gif],,DSQ,DSQ,,,
MARATHON,Female,1060,4ab270e0-9295-4922-b031-ffa57ffcf958,[img:flags/SA.gif],,DSQ,DSQ,,,
MARATHON,Female,1214,c95b1e94-ac50-40a8-88a8-6e6fb13011f3,[img:flags/SA.gif],,DSQ,DSQ,,,
MARATHON,Female,1364,7a355073-ac56-4be5-9c37-0f93594ea347,[img:flags/SA.gif],,DSQ,DSQ,,,
MARATHON,Female,1053,e1258740-03ba-4fd8-9c0f-0d77b67b2900,[img:flags/SA.gif],,DSQ,DSQ,,,
MARATHON,Female,1513,2429366a-d72a-4155-8aaa-9ca9a6eb3e12,[img:flags/SA.gif],,DSQ,DSQ,,,
MARATHON,Female,1911,86787859-4f33-4151-a062-049506e13671,[img:flags/SA.gif],,DNF,DNF,,,
MARATHON,Female,1517,87cedf03-48e6-499b-b035-1785f2e80384,[img:flags/TN.gif],,DNF,DNF,,,
MARATHON,Female,1801,dd2ff753-755e-44a7-a01e-00faa606d73c,[img:flags/SA.gif],,DNS,DNS,,,
MARATHON,Male,1204,bfb1fb99-66b4-4ec8-b904-97a7cf86423c,[img:flags/NG.gif],02:41:22.810,1 / 462,1 / 409,02:41:22.810,15.6 Km/Hr,3:49 min/km
MARATHON,Male,1913,9d3365e0-083e-4f66-b8bc-6ef0d94a7a77,[img:flags/SA.gif],02:49:30.625,2 / 462,2 / 409,02:49:29.699,14.9 Km/Hr,4:00 min/km
MARATHON,Male,1272,b8da62cc-774e-499f-97bc-70a5c60ba191,[img:flags/SA.gif],02:51:31.017,3 / 462,3 / 409,02:51:30.183,14.7 Km/Hr,4:03 min/km
MARATHON,Male,1252,e464d683-1ad7-43d5-a363-06bd2955c1b6,[img:flags/CN.gif],03:01:12.024,4 / 462,4 / 409,03:01:08.572,13.9 Km/Hr,4:17 min/km
MARATHON,Male,1592,e23902e6-cd45-4575-a13e-0c98427d530d,[img:flags/SA.gif],03:01:59.240,5 / 462,5 / 409,03:01:58.337,13.9 Km/Hr,4:18 min/km
MARATHON,Male,1880,a1defc32-3e76-40a8-afd5-a73f48bd592e,[img:flags/JP.gif],03:08:16.916,6 / 462,6 / 409,03:08:13.213,13.4 Km/Hr,4:27 min/km
MARATHON,Male,1915,e12beab7-8a76-481f-8dc0-076b2fa1db53,[img:flags/JP.gif],03:11:35.274,7 / 462,7 / 409,03:11:30.974,13.2 Km/Hr,4:32 min/km
MARATHON,Male,1935,47c5bf4b-453f-4c57-9bc7-e49d8b327301,[img:flags/PK.gif],03:12:41.733,8 / 462,8 / 409,03:12:40.972,13.1 Km/Hr,4:33 min/km
MARATHON,Male,1416,8fb34632-6533-487d-8ee6-50f7d86cf4f8,,03:13:22.124,9 / 462,9 / 409,03:13:21.024,13.0 Km/Hr,4:34 min/km
MARATHON,Male,1300,e831641e-85df-4a91-8b0c-b863782b349d,[img:flags/SA.gif],03:13:27.877,10 / 462,10 / 409,03:13:26.716,13.0 Km/Hr,4:35 min/km
MARATHON,Male,1811,45c2984a-3638-4631-b8df-b8c0979243a9,[img:flags/AE.gif],03:14:16.699,11 / 462,11 / 409,03:14:12.672,13.0 Km/Hr,4:36 min/km
MARATHON,Male,1206,23a55021-5cd2-45a6-b6a8-55a6f071f941,[img:flags/SD.gif],03:15:14.490,12 / 462,12 / 409,03:15:12.753,12.9 Km/Hr,4:37 min/km
MARATHON,Male,1066,95e2fa99-5c6e-429d-9ae5-fa8e22f472b5,[img:flags/LB.gif],03:15:43.008,13 / 462,13 / 409,03:15:40.607,12.9 Km/Hr,4:38 min/km
MARATHON,Male,1678,ddd8286d-f435-442b-b36c-900c34f907bb,[img:flags/CA.gif],03:16:02.305,14 / 462,14 / 409,03:16:00.044,12.9 Km/Hr,4:38 min/km
MARATHON,Male,1311,79e0ef1b-f501-49cd-8117-1b13ba9b47e7,[img:flags/FR.gif],03:17:15.682,15 / 462,15 / 409,03:17:12.414,12.8 Km/Hr,4:40 min/km
MARATHON,Male,1669,e5cfdd97-a2e0-4014-853f-97cb375906d4,[img:flags/PK.gif],03:18:45.461,16 / 462,16 / 409,03:18:39.660,12.7 Km/Hr,4:42 min/km
MARATHON,Male,1105,ffada0c9-9267-4c80-833c-d8ae564f7efd,[img:flags/SA.gif],03:19:28.970,17 / 462,17 / 409,03:19:27.618,12.6 Km/Hr,4:43 min/km
MARATHON,Male,1449,8a09592a-0f27-463f-85bf-9bdeccdfb5c6,[img:flags/EG.gif],03:20:52.661,18 / 462,18 / 409,03:20:51.923,12.6 Km/Hr,4:45 min/km
MARATHON,Male,1365,66009c09-abe3-45ce-9db4-8d9a1193e31a,[img:flags/SA.gif],03:26:11.912,19 / 462,19 / 409,03:21:24.536,12.5 Km/Hr,4:46 min/km
MARATHON,Male,1595,189c23d5-842e-4657-9da0-b47618c52d37,[img:flags/PL.gif],03:22:01.554,20 / 462,20 / 409,03:22:01.072,12.5 Km/Hr,4:47 min/km
MARATHON,Male,1576,21297327-8f2d-4231-9d09-f1223828fee8,[img:flags/SD.gif],03:23:56.967,21 / 462,21 / 409,03:23:27.618,12.4 Km/Hr,4:49 min/km
MARATHON,Male,1301,3e3831bf-469f-4b3e-b3ff-74aea7b56e5b,[img:flags/SA.gif],03:23:57.665,22 / 462,22 / 409,03:23:45.455,12.4 Km/Hr,4:49 min/km
MARATHON,Male,1065,94eba78a-342b-4ff4-a24e-6a50a04cdf4b,[img:flags/HU.gif],03:24:54.217,23 / 462,23 / 409,03:24:51.605,12.3 Km/Hr,4:51 min/km
MARATHON,Male,1079,fe52abd0-fdab-4760-9c56-c9c3f03e0d4f,[img:flags/SA.gif],03:24:54.373,24 / 462,24 / 409,03:24:52.133,12.3 Km/Hr,4:51 min/km
MARATHON,Male,1375,8a43cf64-e367-49f5-89f0-b2a89784dfce,[img:flags/SA.gif],03:25:18.390,25 / 462,25 / 409,03:25:18.390,12.3 Km/Hr,4:51 min/km
MARATHON,Male,1400,dd2d58f1-9410-4049-ab09-1908fa2a779d,[img:flags/SA.gif],03:25:21.355,26 / 462,26 / 409,03:25:20.515,12.3 Km/Hr,4:51 min/km
MARATHON,Male,1308,e226d59c-c0c0-4f25-a677-f1ba48d3cc2f,[img:flags/SA.gif],03:46:34.284,27 / 462,27 / 409,03:25:41.015,12.3 Km/Hr,4:52 min/km
MARATHON,Male,1270,9201a8de-4b89-4757-8b0f-cdf197f76e40,[img:flags/SA.gif],03:25:46.393,28 / 462,28 / 409,03:25:43.622,12.3 Km/Hr,4:52 min/km
MARATHON,Male,1486,6eb35eb0-0e86-45bd-9ed3-dbb0ac6a5a52,[img:flags/SA.gif],03:25:53.269,29 / 462,29 / 409,03:25:53.269,12.2 Km/Hr,4:52 min/km
MARATHON,Male,1541,689e7a3f-52a3-43c2-ad25-d2b8aac62c13,[img:flags/SA.gif],03:26:45.897,30 / 462,30 / 409,03:26:37.167,12.2 Km/Hr,4:53 min/km
MARATHON,Male,1809,5208ed31-92f0-4297-b92b-e7a74b06d6ab,[img:flags/SA.gif],03:28:06.426,31 / 462,31 / 409,03:28:05.324,12.1 Km/Hr,4:55 min/km
MARATHON,Male,1902,a099c489-19ba-4658-be66-befc53682325,[img:flags/LB.gif],03:30:08.387,32 / 462,32 / 409,03:29:56.119,12.0 Km/Hr,4:58 min/km
MARATHON,Male,1303,51615dcf-a5f1-4056-9192-1ab25c0f1067,[img:flags/LB.gif],03:30:31.657,33 / 462,33 / 409,03:30:29.513,12.0 Km/Hr,4:59 min/km
MARATHON,Male,1357,d0eba161-6c37-41d3-8e42-53f14b414294,[img:flags/IE.gif],03:30:42.341,34 / 462,34 / 409,03:30:39.072,12.0 Km/Hr,4:59 min/km
MARATHON,Male,1115,83f73948-ec5b-4ff0-b18b-4c111aefbf64,[img:flags/SA.gif],03:31:58.251,35 / 462,35 / 409,03:31:42.182,11.9 Km/Hr,5:00 min/km
MARATHON,Male,1814,18b493d4-bd82-44d5-bd77-d45fe8a84d7f,,03:32:02.548,36 / 462,36 / 409,03:31:57.826,11.9 Km/Hr,5:01 min/km
MARATHON,Male,1453,c8b8e3e3-13e9-42ab-982b-3953e3120ff6,[img:flags/FR.gif],03:32:12.151,37 / 462,37 / 409,03:32:09.090,11.9 Km/Hr,5:01 min/km
MARATHON,Male,1370,9d5dc169-d829-4688-8e64-5ecda771fb80,[img:flags/GB.gif],03:32:30.043,38 / 462,38 / 409,03:32:27.125,11.9 Km/Hr,5:02 min/km
MARATHON,Male,1498,02150a1b-5ab3-46b7-86ef-e7a4ba6b7735,[img:flags/ES.gif],03:34:10.349,40 / 462,39 / 409,03:34:06.320,11.8 Km/Hr,5:04 min/km
MARATHON,Male,1100,d24826a5-9321-4a5c-aaa9-31ddab6d456d,[img:flags/PT.gif],03:35:04.874,41 / 462,40 / 409,03:35:03.269,11.7 Km/Hr,5:05 min/km
MARATHON,Male,1899,93966854-2cc3-4ce5-86e2-bc1571430956,[img:flags/LB.gif],03:35:17.315,42 / 462,41 / 409,03:35:12.100,11.7 Km/Hr,5:05 min/km
MARATHON,Male,1144,e60cf47a-ce60-4e69-8234-62c526328813,[img:flags/PH.gif],03:35:51.815,43 / 462,42 / 409,03:35:45.366,11.7 Km/Hr,5:06 min/km
MARATHON,Male,1427,da212ce9-fcfa-402e-867b-0df3a123795c,[img:flags/SA.gif],03:35:50.522,44 / 462,43 / 409,03:35:47.412,11.7 Km/Hr,5:06 min/km
MARATHON,Male,1439,b7a88679-c89f-4b42-a0e9-b7b117661691,[img:flags/AU.gif],03:36:10.896,45 / 462,44 / 409,03:36:04.308,11.7 Km/Hr,5:07 min/km
MARATHON,Male,1354,17da8cec-9aaa-4896-89e7-40680d85e372,[img:flags/JP.gif],03:36:17.015,46 / 462,45 / 409,03:36:05.330,11.7 Km/Hr,5:07 min/km
MARATHON,Male,1830,3e4956f2-9b33-4d77-b4ab-fdffc75c4c8a,[img:flags/SA.gif],03:41:36.006,47 / 462,46 / 409,03:36:13.710,11.7 Km/Hr,5:07 min/km
