Race Type,Gender,Bib,Name,Nationality Flag,Gun Time,Rank,Gender Rank,Chip Time,Speed (Km/Hr),Pace (min/km)
4KM FUN RUN,Male,21661,c84b23ec-d6e7-4143-83aa-119e4ec0c10a,[img:flags/SA.gif],01:20:22.906,5329 / 6017,2885 / 3160,01:00:23.431,2.9 Km/Hr,20:05 min/km
4KM FUN RUN,Male,21665,e813d861-87a1-425c-8f21-967a088223c8,[img:flags/SA.gif],01:20:22.907,5330 / 6017,2886 / 3160,01:00:19.271,2.9 Km/Hr,20:05 min/km
4KM FUN RUN,Male,27266,8f55eac8-46e1-4d14-b7d3-76f53ba52964,[img:flags/IN.gif],01:20:23.107,5331 / 6017,2887 / 3160,00:48:54.968,2.9 Km/Hr,20:05 min/km
4KM FUN RUN,Male,24140,67d79fe2-2da6-4498-bd1e-c2d5e0bc0bc6,[img:flags/SA.gif],01:20:23.449,5332 / 6017,2888 / 3160,00:53:49.943,2.9 Km/Hr,20:05 min/km
4KM FUN RUN,Male,25673,ebe94015-56cb-4bef-a851-7d39b084661b,[img:flags/IN.gif],01:20:23.666,5333 / 6017,2889 / 3160,00:53:52.505,2.9 Km/Hr,20:05 min/km
4KM FUN RUN,Male,21351,186787b3-48fc-4188-9fc8-5139642d010f,[img:flags/SA.gif],01:20:24.486,5336 / 6017,2890 / 3160,00:53:21.896,2.9 Km/Hr,20:06 min/km
4KM FUN RUN,Male,26948,279c62ba-bfc9-4d96-be43-8606a80abb58,[img:flags/SA.gif],01:20:25.579,5337 / 6017,2891 / 3160,00:53:34.337,2.9 Km/Hr,20:06 min/km
4KM FUN RUN,Male,25865,6804769c-5319-4e0c-9d60-c13871a7ac36,[img:flags/SA.gif],01:20:25.746,5338 / 6017,2892 / 3160,00:53:25.289,2.9 Km/Hr,20:06 min/km
4KM FUN RUN,Male,26945,c593483c-1072-4ae0-9877-fae937ac0bfc,[img:flags/SA.gif],01:20:26.038,5339 / 6017,2893 / 3160,00:53:33.996,2.9 Km/Hr,20:06 min/km
4KM FUN RUN,Male,26408,49085552-4707-479c-9c96-02e7d14ca37d,[img:flags/SO.gif],01:20:45.990,5346 / 6017,2894 / 3160,01:05:57.139,2.9 Km/Hr,20:11 min/km
4KM FUN RUN,Male,23372,be2f0f00-a35b-4fb6-99b9-4170bc392a85,[img:flags/SA.gif],01:20:53.832,5350 / 6017,2895 / 3160,00:54:40.143,2.9 Km/Hr,20:13 min/km
4KM FUN RUN,Male,26358,e8d5ec57-fea7-4ead-a138-6268030e203f,[img:flags/BR.gif],01:20:57.578,5356 / 6017,2896 / 3160,00:57:58.576,2.9 Km/Hr,20:14 min/km
4KM FUN RUN,Male,21861,933cfb18-175c-4d96-bcc8-36a1a286858a,[img:flags/IN.gif],01:21:04.899,5360 / 6017,2897 / 3160,00:49:39.218,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,21837,46ea3b03-4819-4805-b795-475e016dd3e6,[img:flags/IN.gif],01:21:05.580,5361 / 6017,2898 / 3160,00:49:39.221,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,25617,4d6ef4bf-4384-4acc-8fc8-2609f6ebfb5e,[img:flags/SA.gif],01:21:06.172,5364 / 6017,2899 / 3160,00:54:34.872,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,21860,17e582e1-0a1d-491e-88f5-0a5e699e5dec,[img:flags/IN.gif],01:21:06.773,5365 / 6017,2900 / 3160,00:49:40.633,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,28654,2a02fcc5-375d-4960-9908-ea1d5fede001,[img:flags/SA.gif],01:21:07.219,5366 / 6017,2901 / 3160,00:54:29.605,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,22064,4fdb8a42-4a81-4e80-ac03-d0c324f245dc,[img:flags/SA.gif],01:21:07.309,5367 / 6017,2902 / 3160,00:54:37.626,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,25632,57b5cc11-2fca-4da4-9554-390556d95f6f,[img:flags/SA.gif],01:21:07.898,5369 / 6017,2903 / 3160,00:54:37.254,2.9 Km/Hr,20:16 min/km
4KM FUN RUN,Male,25631,b611c3f0-287c-4af5-bf29-694d7617bdd6,[img:flags/SA.gif],01:21:09.867,5374 / 6017,2904 / 3160,00:54:38.765,2.9 Km/Hr,20:17 min/km
4KM FUN RUN,Male,27091,a61fcd90-ab31-402d-95c8-6f4e01a00921,[img:flags/PK.gif],01:21:12.521,5377 / 6017,2905 / 3160,00:49:51.514,2.9 Km/Hr,20:18 min/km
4KM FUN RUN,Male,25114,1f5e37e7-6e91-457d-a6c2-98e4fcb22b00,[img:flags/SA.gif],01:21:16.418,5380 / 6017,2906 / 3160,00:55:08.108,2.9 Km/Hr,20:19 min/km
4KM FUN RUN,Male,23787,8687ee09-3169-4298-967a-cd5d2e9ab841,[img:flags/SA.gif],01:21:24.802,5384 / 6017,2907 / 3160,00:41:04.759,2.9 Km/Hr,20:21 min/km
4KM FUN RUN,Male,25267,d5a2291a-ca23-497c-b6c6-9660efd0a217,[img:flags/SA.gif],01:21:33.238,5386 / 6017,2908 / 3160,01:21:33.238,2.9 Km/Hr,20:23 min/km
4KM FUN RUN,Male,27501,2c0ab88e-e92d-4030-ba63-7a104d8611d9,[img:flags/SA.gif],01:21:41.279,5387 / 6017,2909 / 3160,00:48:33.445,2.9 Km/Hr,20:25 min/km
4KM FUN RUN,Male,27966,505d82f7-8d22-4eb4-a60b-9c6c337f8c89,[img:flags/PH.gif],01:21:44.531,5388 / 6017,2910 / 3160,01:01:34.935,2.9 Km/Hr,20:26 min/km
4KM FUN RUN,Male,24249,d69297f0-0ad8-4f1d-825b-2685ee66ea4a,[img:flags/PH.gif],01:21:46.961,5390 / 6017,2911 / 3160,00:58:31.928,2.9 Km/Hr,20:26 min/km
4KM FUN RUN,Male,20576,4d9d1817-77e4-4dae-9d6d-b47d49ecf5da,[img:flags/CA.gif],01:21:47.011,5391 / 6017,2912 / 3160,00:49:57.170,2.9 Km/Hr,20:26 min/km
4KM FUN RUN,Male,22494,906ba222-a032-4acf-a8d1-c8fd4396e83d,[img:flags/PH.gif],01:21:48.279,5395 / 6017,2913 / 3160,01:01:39.014,2.9 Km/Hr,20:27 min/km
4KM FUN RUN,Male,20569,c6e35fc7-4337-478b-84aa-4ba362e555fe,[img:flags/CA.gif],01:21:49.309,5396 / 6017,2914 / 3160,00:49:58.097,2.9 Km/Hr,20:27 min/km
4KM FUN RUN,Male,26214,069e4620-9b5b-4f07-b6ac-6907e003e93d,[img:flags/EG.gif],01:21:50.342,5398 / 6017,2915 / 3160,01:01:27.410,2.9 Km/Hr,20:27 min/km
4KM FUN RUN,Male,27964,14226b8e-8215-49c7-9935-f1679d4f3999,[img:flags/PH.gif],01:21:50.833,5400 / 6017,2916 / 3160,01:01:43.722,2.9 Km/Hr,20:27 min/km
4KM FUN RUN,Male,26943,1892d98a-8484-4c2e-933b-e3f355b885a6,[img:flags/PH.gif],01:21:52.561,5401 / 6017,2917 / 3160,01:02:40.858,2.9 Km/Hr,20:28 min/km
4KM FUN RUN,Male,28977,ef2103a1-0bd3-4f10-8f5b-9f45bdff92de,[img:flags/SA.gif],01:21:53.269,5402 / 6017,2918 / 3160,00:48:45.472,2.9 Km/Hr,20:28 min/km
4KM FUN RUN,Male,23959,d4824fd8-7741-4383-92f8-c0a6ea22a5eb,[img:flags/JO.gif],01:21:53.852,5403 / 6017,2919 / 3160,01:02:35.890,2.9 Km/Hr,20:28 min/km
4KM FUN RUN,Male,26875,fecb4899-4302-4792-b29e-19cb4cf54b93,[img:flags/PT.gif],01:22:00.413,5405 / 6017,2920 / 3160,00:59:04.997,2.9 Km/Hr,20:30 min/km
4KM FUN RUN,Male,22709,c9f21319-7ede-4f8c-b56e-9709f64380ea,[img:flags/IN.gif],01:22:02.328,5408 / 6017,2921 / 3160,01:17:44.324,2.9 Km/Hr,20:30 min/km
4KM FUN RUN,Male,21300,e96f8803-98a0-4cce-b594-63056821040e,[img:flags/JO.gif],01:22:04.744,5409 / 6017,2922 / 3160,00:55:40.959,2.9 Km/Hr,20:31 min/km
4KM FUN RUN,Male,26510,53f5c759-ecb5-487f-ba6c-19a74603b842,[img:flags/JO.gif],01:22:05.213,5412 / 6017,2923 / 3160,00:55:36.650,2.9 Km/Hr,20:31 min/km
4KM FUN RUN,Male,28740,44495478-aa05-4b1c-807c-1bd5fbeb5ff2,[img:flags/SA.gif],01:22:05.215,5413 / 6017,2924 / 3160,00:50:33.903,2.9 Km/Hr,20:31 min/km
4KM FUN RUN,Male,28741,f2879e50-3a24-4b55-aed5-285b4b70bdf4,[img:flags/SA.gif],01:22:06.141,5414 / 6017,2925 / 3160,00:50:35.011,2.9 Km/Hr,20:31 min/km
4KM FUN RUN,Male,26095,9e9fe7b6-5654-4954-a11f-c8bdd9b77426,[img:flags/SA.gif],01:22:06.500,5415 / 6017,2926 / 3160,00:55:02.151,2.9 Km/Hr,20:31 min/km
4KM FUN RUN,Male,21282,0d2decaf-254d-4a10-b249-74f59cf432ec,[img:flags/SA.gif],01:22:08.062,5417 / 6017,2927 / 3160,00:55:20.257,2.9 Km/Hr,20:32 min/km
4KM FUN RUN,Male,24037,ed7190aa-712e-431d-9f22-dab958e2a008,[img:flags/ZA.gif],01:22:10.162,5420 / 6017,2928 / 3160,00:55:42.915,2.9 Km/Hr,20:32 min/km
4KM FUN RUN,Male,23935,07e87a6d-1f79-415e-a338-38916ec1a7ce,[img:flags/SA.gif],01:22:13.445,5425 / 6017,2929 / 3160,00:55:22.949,2.9 Km/Hr,20:33 min/km
4KM FUN RUN,Male,24476,5a50897f-5bac-406f-a80d-28b7f68baf33,[img:flags/SA.gif],01:22:13.492,5426 / 6017,2930 / 3160,00:55:25.387,2.9 Km/Hr,20:33 min/km
4KM FUN RUN,Male,23833,c9d36e0b-673c-403d-befa-2760aa9585ff,[img:flags/SA.gif],01:22:13.962,5428 / 6017,2931 / 3160,00:50:55.830,2.9 Km/Hr,20:33 min/km
4KM FUN RUN,Male,26940,be0b1fd0-ce21-4cf5-93d7-063e26bfd8a3,[img:flags/PH.gif],01:22:16.062,5433 / 6017,2932 / 3160,01:03:05.038,2.9 Km/Hr,20:34 min/km
4KM FUN RUN,Male,20696,e93edc81-b3b4-4152-ae3c-088db4fc998c,[img:flags/IN.gif],01:22:19.564,5436 / 6017,2933 / 3160,00:47:27.821,2.9 Km/Hr,20:34 min/km
4KM FUN RUN,Male,23212,93eed339-dce9-4d2a-a176-c8c2230344e8,[img:flags/LB.gif],01:22:19.629,5437 / 6017,2934 / 3160,00:55:32.586,2.9 Km/Hr,20:34 min/km
4KM FUN RUN,Male,20025,2046cb2d-47d9-483e-9218-60c68552864e,[img:flags/SA.gif],01:22:20.317,5439 / 6017,2935 / 3160,00:51:02.586,2.9 Km/Hr,20:35 min/km
4KM FUN RUN,Male,27487,21a39b28-e31d-4594-9133-4256c3a19b5a,[img:flags/SA.gif],01:22:22.501,5442 / 6017,2936 / 3160,00:51:04.791,2.9 Km/Hr,20:35 min/km
4KM FUN RUN,Male,23218,8a1a3596-f795-4ec3-9b59-e8fd259be257,[img:flags/LB.gif],01:22:24.784,5443 / 6017,2937 / 3160,01:22:24.784,2.9 Km/Hr,20:36 min/km
4KM FUN RUN,Male,22627,db42fba7-966c-495f-8d85-497744048ea0,[img:flags/SA.gif],01:22:24.883,5444 / 6017,2938 / 3160,00:41:56.175,2.9 Km/Hr,20:36 min/km
4KM FUN RUN,Male,24888,980ade36-6596-492c-945a-422e286746d5,[img:flags/SA.gif],01:22:27.343,5446 / 6017,2939 / 3160,00:50:39.890,2.9 Km/Hr,20:36 min/km
4KM FUN RUN,Male,25315,968af1bb-f6b3-4b75-9e79-c9bcb5d647d4,[img:flags/SA.gif],01:22:27.906,5448 / 6017,2940 / 3160,00:56:22.363,2.9 Km/Hr,20:36 min/km
4KM FUN RUN,Male,23794,0a2835d0-ca3c-4b2b-afca-532be97d8b3e,[img:flags/SA.gif],01:22:29.121,5452 / 6017,2941 / 3160,01:03:14.113,2.9 Km/Hr,20:37 min/km
4KM FUN RUN,Male,28884,1882db1a-693f-4ce5-be60-a6bf25b1fba7,[img:flags/SA.gif],01:22:31.033,5453 / 6017,2942 / 3160,00:51:05.658,2.9 Km/Hr,20:37 min/km
4KM FUN RUN,Male,28636,54dc6d41-dcb3-4155-9243-9df072d96cf2,[img:flags/AE.gif],01:22:43.016,5461 / 6017,2943 / 3160,00:51:22.423,2.9 Km/Hr,20:40 min/km
4KM FUN RUN,Male,23738,981ccf00-6ce3-4aaf-a5d5-2fb9e771b0a3,[img:flags/SA.gif],01:22:43.186,5463 / 6017,2944 / 3160,00:56:33.284,2.9 Km/Hr,20:40 min/km
4KM FUN RUN,Male,28637,376e3c68-032d-4e7f-8398-640d14bd15d6,[img:flags/IN.gif],01:22:43.786,5464 / 6017,2945 / 3160,00:51:23.403,2.9 Km/Hr,20:40 min/km
4KM FUN RUN,Male,20655,cafbe2bc-278f-4e7c-a1bc-7f80cb8363b4,[img:flags/IN.gif],01:22:54.622,5474 / 6017,2946 / 3160,01:02:38.161,2.8 Km/Hr,20:43 min/km
4KM FUN RUN,Male,26781,24ae7b2a-fc76-4163-ab73-4543ab322616,[img:flags/SA.gif],01:22:56.997,5477 / 6017,2947 / 3160,01:00:05.027,2.8 Km/Hr,20:44 min/km
4KM FUN RUN,Male,27502,03fda210-0fe7-4dbf-9032-91579c0e4de0,[img:flags/SA.gif],01:22:57.641,5479 / 6017,2948 / 3160,00:49:50.427,2.8 Km/Hr,20:44 min/km
4KM FUN RUN,Male,25546,eac6030e-f89b-47e0-b2fd-1b1e234ff07f,[img:flags/SA.gif],01:23:14.984,5487 / 6017,2949 / 3160,01:00:48.232,2.8 Km/Hr,20:48 min/km
4KM FUN RUN,Male,25547,94937fc7-018a-4ab9-8071-fb1e163ab46d,[img:flags/SA.gif],01:23:16.335,5489 / 6017,2950 / 3160,01:00:50.329,2.8 Km/Hr,20:49 min/km
4KM FUN RUN,Male,25550,6503e7ed-dac7-452c-87b0-74029f9aeef7,[img:flags/SA.gif],01:23:18.976,5490 / 6017,2951 / 3160,01:00:53.036,2.8 Km/Hr,20:49 min/km
4KM FUN RUN,Male,23869,932a4961-3ba9-4d2c-922d-e6680e0c727e,[img:flags/EG.gif],01:23:20.045,5492 / 6017,2952 / 3160,00:51:43.770,2.8 Km/Hr,20:50 min/km
4KM FUN RUN,Male,23864,4203882d-1ca8-4334-b2e5-b4386ad7e948,[img:flags/EG.gif],01:23:20.592,5493 / 6017,2953 / 3160,00:51:45.502,2.8 Km/Hr,20:50 min/km
4KM FUN RUN,Male,23801,001fb327-1572-49cb-a74d-98eff657a594,[img:flags/SA.gif],01:23:23.962,5497 / 6017,2954 / 3160,00:56:26.769,2.8 Km/Hr,20:50 min/km
4KM FUN RUN,Male,22936,870c35c1-d1ce-4a9f-bdbb-39b33d3e60d3,,01:23:25.523,5499 / 6017,2955 / 3160,00:44:03.706,2.8 Km/Hr,20:51 min/km
4KM FUN RUN,Male,21375,40b61fd8-1234-436a-b35b-2780f4689c18,[img:flags/PH.gif],01:23:28.607,5502 / 6017,2956 / 3160,00:56:36.493,2.8 Km/Hr,20:52 min/km
4KM FUN RUN,Male,20574,e3c6b243-eb9e-4d03-a816-56cec8ed9b95,[img:flags/SA.gif],01:23:33.043,5506 / 6017,2957 / 3160,00:59:58.576,2.8 Km/Hr,20:53 min/km
4KM FUN RUN,Male,22877,90388cc2-ddbc-4ebd-974f-10da89b213ac,[img:flags/SA.gif],01:23:35.045,5508 / 6017,2958 / 3160,00:51:55.212,2.8 Km/Hr,20:53 min/km
4KM FUN RUN,Male,28425,410d1431-c109-40c4-b87b-3d5ecee53cf8,[img:flags/IN.gif],01:23:35.941,5511 / 6017,2959 / 3160,01:00:52.923,2.8 Km/Hr,20:53 min/km
4KM FUN RUN,Male,20445,fe670e41-cfc8-4186-9e14-55c0f414b94e,[img:flags/SA.gif],01:23:40.264,5512 / 6017,2960 / 3160,01:00:50.309,2.8 Km/Hr,20:55 min/km
4KM FUN RUN,Male,27028,efb99d05-9596-402b-982e-0b8761ad44ff,[img:flags/SA.gif],01:23:41.875,5514 / 6017,2961 / 3160,01:00:12.146,2.8 Km/Hr,20:55 min/km
4KM FUN RUN,Male,20448,5b294f44-f78d-4042-8ff5-c8f9af213123,[img:flags/SA.gif],01:23:47.835,5515 / 6017,2962 / 3160,01:00:59.076,2.8 Km/Hr,20:56 min/km
4KM FUN RUN,Male,23123,9c87d7fa-914c-4432-90a7-5c95739648c8,[img:flags/MY.gif],01:24:00.965,5520 / 6017,2963 / 3160,00:57:48.483,2.8 Km/Hr,21:00 min/km
4KM FUN RUN,Male,21417,e1cb4215-d74e-4fdd-afd2-541a483de463,[img:flags/PH.gif],01:24:01.665,5521 / 6017,2964 / 3160,00:57:10.512,2.8 Km/Hr,21:00 min/km
4KM FUN RUN,Male,25303,5083bbfc-e72d-4ee0-8bc1-1a69590ceab0,[img:flags/SA.gif],01:24:03.025,5525 / 6017,2965 / 3160,01:00:57.625,2.8 Km/Hr,21:00 min/km
4KM FUN RUN,Male,21626,ce982631-065f-4ea1-85bf-d8259c22c25e,[img:flags/SA.gif],01:24:06.179,5529 / 6017,2966 / 3160,00:52:49.781,2.8 Km/Hr,21:01 min/km
4KM FUN RUN,Male,21647,9bf6ff79-3178-456e-886e-ff60ce8b53eb,[img:flags/SA.gif],01:24:07.662,5531 / 6017,2967 / 3160,00:52:49.859,2.8 Km/Hr,21:01 min/km
4KM FUN RUN,Male,24570,27ef541e-c7ea-4013-baa8-5a45906c383a,[img:flags/SA.gif],01:24:10.413,5534 / 6017,2968 / 3160,01:00:47.643,2.8 Km/Hr,21:02 min/km
4KM FUN RUN,Male,25418,3e990d78-0bee-4e5f-b381-f0ebc1bdf147,[img:flags/PH.gif],01:24:10.732,5535 / 6017,2969 / 3160,00:57:49.861,2.8 Km/Hr,21:02 min/km
4KM FUN RUN,Male,28397,72bb044f-4e20-4b99-bdd9-3ef4d3bba25a,[img:flags/JO.gif],01:24:10.992,5536 / 6017,2970 / 3160,00:57:06.386,2.8 Km/Hr,21:02 min/km
4KM FUN RUN,Male,24995,b28e9e49-89c9-494a-bf80-cadb293c0c14,[img:flags/ID.gif],01:24:11.758,5537 / 6017,2971 / 3160,01:06:35.116,2.8 Km/Hr,21:02 min/km
4KM FUN RUN,Male,21929,06240754-2016-4639-8825-035fdaf5be42,[img:flags/PH.gif],01:24:15.696,5541 / 6017,2972 / 3160,00:52:44.836,2.8 Km/Hr,21:03 min/km
4KM FUN RUN,Male,25908,b924e063-499e-4fcb-ae27-4ed0f9c2280a,[img:flags/GB.gif],01:24:22.515,5547 / 6017,2973 / 3160,01:05:05.070,2.8 Km/Hr,21:05 min/km
4KM FUN RUN,Male,25907,0acb7c15-4b97-4c20-92e5-8f50db8aa3f4,[img:flags/GB.gif],01:24:23.669,5549 / 6017,2974 / 3160,01:05:04.427,2.8 Km/Hr,21:05 min/km
4KM FUN RUN,Male,25909,e2f3e467-5a57-45d5-951f-f3322503c002,[img:flags/GB.gif],01:24:23.752,5550 / 6017,2975 / 3160,01:05:05.250,2.8 Km/Hr,21:05 min/km
4KM FUN RUN,Male,25906,2b5cba6c-2f71-4ffa-b108-8b5dd78679f9,[img:flags/GB.gif],01:24:23.913,5552 / 6017,2976 / 3160,01:05:04.438,2.8 Km/Hr,21:05 min/km
4KM FUN RUN,Male,27200,8706e693-00bf-45eb-ad4d-d9345413e5a6,[img:flags/SA.gif],01:24:24.848,5553 / 6017,2977 / 3160,00:52:59.403,2.8 Km/Hr,21:06 min/km
4KM FUN RUN,Male,20447,f876669f-7c1f-4ecc-8168-530975c75259,[img:flags/SA.gif],01:24:26.509,5554 / 6017,2978 / 3160,01:01:37.773,2.8 Km/Hr,21:06 min/km
4KM FUN RUN,Male,27303,90c73579-ebab-4466-930b-f5dab40b08cf,[img:flags/IN.gif],01:24:32.014,5556 / 6017,2979 / 3160,00:57:57.308,2.8 Km/Hr,21:08 min/km
4KM FUN RUN,Male,28590,4fd2aee2-b61e-4536-9428-77211e79e023,[img:flags/PK.gif],01:24:37.946,5561 / 6017,2980 / 3160,01:00:44.897,2.8 Km/Hr,21:09 min/km
4KM FUN RUN,Male,28974,ff067444-0681-4197-8482-e7741b7465c9,[img:flags/SA.gif],01:24:41.183,5565 / 6017,2981 / 3160,00:51:15.011,2.8 Km/Hr,21:10 min/km
4KM FUN RUN,Male,28976,b6826637-9e38-48b1-9052-8d01fe73a95d,[img:flags/SA.gif],01:24:43.247,5568 / 6017,2982 / 3160,00:51:16.442,2.8 Km/Hr,21:10 min/km
4KM FUN RUN,Male,23471,aa272c59-5482-41af-9baf-3b459d01b47a,[img:flags/JO.gif],01:24:48.989,5572 / 6017,2983 / 3160,00:52:36.926,2.8 Km/Hr,21:12 min/km
4KM FUN RUN,Male,25385,84063637-24e0-4df0-9bb3-9d543e86ffc4,[img:flags/SA.gif],01:24:49.885,5574 / 6017,2984 / 3160,00:58:47.852,2.8 Km/Hr,21:12 min/km
4KM FUN RUN,Male,24654,5bf8ce0d-fdba-4343-98b1-dc09ae32ba26,[img:flags/IN.gif],01:24:54.806,5580 / 6017,2985 / 3160,00:58:30.443,2.8 Km/Hr,21:13 min/km
4KM FUN RUN,Male,25236,61f12bf5-4ce9-4828-b708-d3621bd288e2,[img:flags/SA.gif],01:24:55.166,5582 / 6017,2986 / 3160,00:53:33.079,2.8 Km/Hr,21:13 min/km
4KM FUN RUN,Male,25237,2159da3f-8939-41d3-a5f4-67a662674d1d,[img:flags/SA.gif],01:24:55.244,5583 / 6017,2987 / 3160,00:53:34.580,2.8 Km/Hr,21:13 min/km
4KM FUN RUN,Male,20215,239abebc-5a21-493b-b4f7-eacfa7de636a,[img:flags/SA.gif],01:24:58.663,5587 / 6017,2988 / 3160,01:05:20.981,2.8 Km/Hr,21:14 min/km
4KM FUN RUN,Male,27202,4f34fb25-7ad6-4b56-9c18-c331c2c35d08,[img:flags/IN.gif],01:25:00.729,5591 / 6017,2989 / 3160,01:04:32.213,2.8 Km/Hr,21:15 min/km
4KM FUN RUN,Male,28504,763fcdae-e154-4a33-a608-dbc9a665026d,[img:flags/PH.gif],01:25:00.906,5592 / 6017,2990 / 3160,01:05:49.038,2.8 Km/Hr,21:15 min/km
4KM FUN RUN,Male,28506,a0f523a8-1249-4984-a93d-9c614df39de3,[img:flags/PH.gif],01:25:01.002,5593 / 6017,2991 / 3160,01:05:48.069,2.8 Km/Hr,21:15 min/km
4KM FUN RUN,Male,23425,61875b22-b969-4c66-888e-ee26702b5649,,01:25:02.128,5594 / 6017,2992 / 3160,00:53:34.678,2.8 Km/Hr,21:15 min/km
4KM FUN RUN,Male,23432,25a9a381-953a-4d6d-bc50-deb7e35288e3,[img:flags/GB.gif],01:25:02.264,5595 / 6017,2993 / 3160,00:53:34.218,2.8 Km/Hr,21:15 min/km
4KM FUN RUN,Male,28502,aa141a64-91e0-4206-816d-6928f6119310,[img:flags/PH.gif],01:25:05.428,5597 / 6017,2994 / 3160,01:05:53.561,2.8 Km/Hr,21:16 min/km
4KM FUN RUN,Male,23589,ba02a8e3-ae8e-4e63-ae66-065a79054674,[img:flags/SA.gif],01:25:08.081,5598 / 6017,2995 / 3160,01:01:35.512,2.8 Km/Hr,21:17 min/km
4KM FUN RUN,Male,28505,248a62ed-7283-4a9c-ae5c-96f6256e667e,[img:flags/PH.gif],01:25:09.254,5602 / 6017,2996 / 3160,01:05:57.785,2.8 Km/Hr,21:17 min/km
4KM FUN RUN,Male,20951,1c53f187-6678-4312-bfd9-4de14cf6d2da,[img:flags/EG.gif],01:25:17.362,5613 / 6017,2997 / 3160,01:25:17.362,2.8 Km/Hr,21:19 min/km
4KM FUN RUN,Male,28934,40370414-59e0-4534-b042-4b12ab3b19ab,[img:flags/SA.gif],01:25:21.885,5618 / 6017,2998 / 3160,01:25:21.885,2.8 Km/Hr,21:20 min/km
4KM FUN RUN,Male,20110,bb29268a-71eb-4fc8-9908-660079d79122,[img:flags/SA.gif],01:25:31.547,5619 / 6017,2999 / 3160,01:25:31.547,2.8 Km/Hr,21:22 min/km
4KM FUN RUN,Male,24289,d724b607-19a2-4a91-b5a2-b063f7d90517,[img:flags/SA.gif],01:25:37.365,5624 / 6017,3000 / 3160,01:06:25.602,2.8 Km/Hr,21:24 min/km
4KM FUN RUN,Male,25180,d9795b93-4981-4b12-9721-8f6e0bdc628b,[img:flags/PK.gif],01:25:37.610,5625 / 6017,3001 / 3160,00:45:14.573,2.8 Km/Hr,21:24 min/km
4KM FUN RUN,Male,26828,821e7731-c0e6-4c2c-8002-ea5e054ee7f9,[img:flags/SA.gif],01:25:42.425,5626 / 6017,3002 / 3160,00:58:30.980,2.8 Km/Hr,21:25 min/km
4KM FUN RUN,Male,26827,08695391-909c-4093-baae-701837df8c2e,[img:flags/SA.gif],01:25:42.744,5627 / 6017,3003 / 3160,00:58:31.030,2.8 Km/Hr,21:25 min/km
4KM FUN RUN,Male,26313,6f32f99f-1cc0-4f66-a7e8-5ea05c198881,[img:flags/LB.gif],01:25:52.368,5630 / 6017,3004 / 3160,00:54:34.166,2.7 Km/Hr,21:28 min/km
4KM FUN RUN,Male,25409,c25d2901-06e9-4abc-bb4e-952342dde2b3,[img:flags/SA.gif],01:26:13.576,5642 / 6017,3005 / 3160,00:54:23.405,2.7 Km/Hr,21:33 min/km
4KM FUN RUN,Male,21227,5884fe0d-28d3-41a1-92b9-6615ad75cb4c,[img:flags/SA.gif],01:26:17.925,5645 / 6017,3006 / 3160,00:54:14.355,2.7 Km/Hr,21:34 min/km
4KM FUN RUN,Male,21201,5e56fac7-6a04-425a-a3d5-2e7c0a86d4f1,[img:flags/SA.gif],01:26:21.585,5647 / 6017,3007 / 3160,00:54:17.023,2.7 Km/Hr,21:35 min/km
4KM FUN RUN,Male,20111,00144c36-b5be-4bc0-9664-79f2f460b417,[img:flags/SA.gif],01:26:22.650,5648 / 6017,3008 / 3160,01:21:44.916,2.7 Km/Hr,21:35 min/km
4KM FUN RUN,Male,24968,b656145b-7671-4c94-bf22-94c366ee468e,[img:flags/CA.gif],01:26:25.806,5651 / 6017,3009 / 3160,00:55:03.478,2.7 Km/Hr,21:36 min/km
4KM FUN RUN,Male,24967,37ab68f3-3c0a-48a8-97db-0166cab6d8ff,[img:flags/CA.gif],01:26:28.730,5652 / 6017,3010 / 3160,00:55:06.544,2.7 Km/Hr,21:37 min/km
4KM FUN RUN,Male,26422,fb1f90e1-656e-4ed7-b9a8-1e21fa804456,[img:flags/SA.gif],01:26:31.259,5654 / 6017,3011 / 3160,01:03:21.499,2.7 Km/Hr,21:37 min/km
4KM FUN RUN,Male,26421,da0c2bbb-fa11-4859-86c9-fb6d32687550,[img:flags/SA.gif],01:26:33.272,5657 / 6017,3012 / 3160,01:03:23.933,2.7 Km/Hr,21:38 min/km
4KM FUN RUN,Male,20238,86640c61-013c-49dc-ad59-c964abc1350f,[img:flags/IN.gif],01:26:35.221,5660 / 6017,3013 / 3160,01:05:48.483,2.7 Km/Hr,21:38 min/km
4KM FUN RUN,Male,26855,3d308ac2-f88f-46c6-bac6-bd3a4d8cbd5d,[img:flags/SA.gif],01:26:41.983,5662 / 6017,3014 / 3160,00:55:18.812,2.7 Km/Hr,21:40 min/km
4KM FUN RUN,Male,23628,d5f4c947-b3d4-4f8f-af9b-c46ce3da1d71,[img:flags/SA.gif],01:26:43.510,5666 / 6017,3015 / 3160,00:59:58.685,2.7 Km/Hr,21:40 min/km
