Race Type,Gender,Bib,Name,Nationality Flag,Gun Time,Rank,Gender Rank,Chip Time,Speed (Km/Hr),Pace (min/km),Distance Covered
10KM RUN,#1_Female,6081,91fc9155-bcbf-4ea9-b2e3-e52f43b7d74b,[img:flags/SA.gif],00:42:59.556,46 / 2293,1 / 762,00:42:57.505,13.9 Km/Hr,4:17 min/km,10 KM
10KM RUN,#1_Female,5134,3f5d289c-52df-4d0a-a9f6-3748ca45772a,[img:flags/CZ.gif],00:43:28.175,53 / 2293,2 / 762,00:43:24.774,13.8 Km/Hr,4:20 min/km,10 KM
10KM RUN,#1_Female,5685,db4ae93d-9e73-4cb2-a6dd-ea8369453190,[img:flags/SA.gif],00:44:00.251,55 / 2293,3 / 762,00:43:56.317,13.6 Km/Hr,4:23 min/km,10 KM
10KM RUN,#1_Female,5189,17d62c5c-6984-48b7-bf48-583f534587b1,[img:flags/MA.gif],00:48:28.115,88 / 2293,4 / 762,00:48:22.908,12.4 Km/Hr,4:50 min/km,10 KM
10KM RUN,#1_Female,8521,4ccefa8a-a501-40e9-8252-ad70f3409ca9,[img:flags/SA.gif],00:58:37.753,93 / 2293,5 / 762,00:48:27.714,12.3 Km/Hr,4:50 min/km,10 KM
10KM RUN,#1_Female,8181,b6e605db-1ce6-479c-a779-a68436f25524,[img:flags/GB.gif],00:58:35.135,116 / 2293,6 / 762,00:49:58.260,12.0 Km/Hr,4:59 min/km,10 KM
10KM RUN,#1_Female,6938,c129deca-ec51-4356-97ee-001805e6581b,,00:51:21.156,130 / 2293,7 / 762,00:51:09.616,11.7 Km/Hr,5:06 min/km,10 KM
10KM RUN,#1_Female,5868,5f761423-4808-4c50-8f4e-75be30837f87,[img:flags/CN.gif],00:53:20.321,135 / 2293,8 / 762,00:51:24.245,11.6 Km/Hr,5:08 min/km,10 KM
10KM RUN,#1_Female,6807,883bbe1b-d59d-4953-817d-c72bb1e33b15,[img:flags/BH.gif],00:54:16.831,148 / 2293,9 / 762,00:52:06.101,11.5 Km/Hr,5:12 min/km,10 KM
10KM RUN,#1_Female,6438,d4818d43-c161-4eb7-8daa-889f2a22c6da,[img:flags/FR.gif],00:54:20.530,161 / 2293,10 / 762,00:52:47.669,11.3 Km/Hr,5:16 min/km,10 KM
10KM RUN,#1_Female,8435,60be4b83-e8f3-47f9-ad71-efeb45fe4141,[img:flags/TN.gif],00:53:20.711,169 / 2293,11 / 762,00:53:10.452,11.2 Km/Hr,5:19 min/km,10 KM
10KM RUN,#1_Female,7392,ba6e11e5-4495-4260-80ba-72c010444d89,[img:flags/SA.gif],00:53:44.769,183 / 2293,12 / 762,00:53:38.192,11.1 Km/Hr,5:21 min/km,10 KM
10KM RUN,#1_Female,7476,d365f30d-514b-4573-b26e-59ede11ee04f,[img:flags/SA.gif],00:54:15.891,193 / 2293,13 / 762,00:54:05.832,11.0 Km/Hr,5:24 min/km,10 KM
10KM RUN,#1_Female,6987,75cceaee-535a-4deb-ae52-02a9bb07011b,[img:flags/PH.gif],00:56:30.663,260 / 2293,14 / 762,00:56:29.664,10.6 Km/Hr,5:38 min/km,10 KM
10KM RUN,#1_Female,7285,c03ec638-5ff9-4332-81cd-b7d98d03b06e,[img:flags/SA.gif],00:58:39.054,262 / 2293,15 / 762,00:56:37.235,10.5 Km/Hr,5:39 min/km,10 KM
10KM RUN,#1_Female,6323,e77a8f35-5f8e-4960-8051-50eca85e3295,[img:flags/GB.gif],00:57:41.684,268 / 2293,16 / 762,00:56:50.147,10.5 Km/Hr,5:41 min/km,10 KM
10KM RUN,#1_Female,6063,2d1b0d7b-c7ac-4772-974f-ad11f9916d47,[img:flags/DE.gif],00:57:56.611,273 / 2293,17 / 762,00:57:00.237,10.5 Km/Hr,5:42 min/km,10 KM
10KM RUN,#1_Female,5564,ea530d00-9f25-41ef-a99a-ff5c36eea912,[img:flags/SA.gif],00:59:03.954,279 / 2293,18 / 762,00:57:18.135,10.4 Km/Hr,5:43 min/km,10 KM
10KM RUN,#1_Female,5303,8d5afc7e-5565-4546-ad69-7397ded6ad09,[img:flags/GB.gif],01:04:31.956,297 / 2293,19 / 762,00:57:40.183,10.4 Km/Hr,5:46 min/km,10 KM
10KM RUN,#1_Female,6808,286b80d4-80df-469e-8042-6de15545747f,[img:flags/BH.gif],01:00:46.029,299 / 2293,20 / 762,00:57:46.386,10.3 Km/Hr,5:46 min/km,10 KM
10KM RUN,#1_Female,6317,d5f3719b-699e-4201-b94e-8f57d2a38dbd,[img:flags/SA.gif],00:58:38.865,308 / 2293,21 / 762,00:58:00.569,10.3 Km/Hr,5:48 min/km,10 KM
10KM RUN,#1_Female,6715,7b2889b1-df1b-4fa7-b03f-e3b145997122,[img:flags/IQ.gif],00:58:08.973,312 / 2293,22 / 762,00:58:06.672,10.3 Km/Hr,5:48 min/km,10 KM
10KM RUN,#1_Female,8378,602f4a60-6f89-41d2-b8a5-248fdd153c41,[img:flags/AU.gif],01:08:09.956,319 / 2293,23 / 762,00:58:19.320,10.2 Km/Hr,5:49 min/km,10 KM
10KM RUN,#1_Female,6353,7c5d16f2-7d71-44e9-8d9e-3d22510cde11,[img:flags/SA.gif],00:58:37.973,326 / 2293,24 / 762,00:58:37.973,10.2 Km/Hr,5:51 min/km,10 KM
10KM RUN,#1_Female,7939,cfbca875-b246-40ee-863e-5b3b69ba3b4b,[img:flags/NO.gif],01:00:57.476,336 / 2293,25 / 762,00:58:56.714,10.1 Km/Hr,5:53 min/km,10 KM
10KM RUN,#1_Female,5410,53e3ecca-3b0c-4103-80b2-258ef34b9774,[img:flags/JP.gif],00:59:16.817,342 / 2293,26 / 762,00:59:04.879,10.1 Km/Hr,5:54 min/km,10 KM
10KM RUN,#1_Female,7164,e4ae5d7c-be3a-4f9a-9425-993b398d32a1,[img:flags/SA.gif],00:59:26.027,345 / 2293,27 / 762,00:59:13.490,10.1 Km/Hr,5:55 min/km,10 KM
10KM RUN,#1_Female,5837,0c1d91ef-7f2e-4f5c-8b5a-ef6a61c19e7c,,00:59:46.301,361 / 2293,28 / 762,00:59:44.562,10.0 Km/Hr,5:58 min/km,10 KM
10KM RUN,#1_Female,5520,7c59eed0-36ca-4bbb-93f0-a06f454b066a,[img:flags/SA.gif],01:00:52.344,373 / 2293,29 / 762,01:00:04.317,9.9 Km/Hr,6:00 min/km,10 KM
10KM RUN,#1_Female,5040,d47a99cb-3484-4ea6-a123-a060a176847a,[img:flags/SA.gif],01:01:48.474,375 / 2293,30 / 762,01:00:04.852,9.9 Km/Hr,6:00 min/km,10 KM
10KM RUN,#1_Female,5695,26c95801-6713-4664-a396-c2198673ec7e,[img:flags/ER.gif],01:01:01.974,378 / 2293,31 / 762,01:00:11.096,9.9 Km/Hr,6:01 min/km,10 KM
10KM RUN,#1_Female,6104,9411c5eb-e9e6-4e68-a7f4-f6da45e66f33,[img:flags/IT.gif],01:01:45.503,404 / 2293,32 / 762,01:00:47.055,9.8 Km/Hr,6:04 min/km,10 KM
10KM RUN,#1_Female,8044,c0aed326-238e-4eaa-b8bc-44de70d4071b,[img:flags/PH.gif],01:00:56.244,409 / 2293,33 / 762,01:00:51.057,9.8 Km/Hr,6:05 min/km,10 KM
10KM RUN,#1_Female,7900,644f47d8-53f0-4f91-beb2-9f8f052f09a7,[img:flags/SA.gif],01:02:57.466,426 / 2293,34 / 762,01:01:31.388,9.7 Km/Hr,6:09 min/km,10 KM
10KM RUN,#1_Female,6262,db5a4e02-864c-4b04-af06-e00c9529c1fc,[img:flags/ZA.gif],01:03:14.985,443 / 2293,35 / 762,01:01:56.627,9.6 Km/Hr,6:11 min/km,10 KM
10KM RUN,#1_Female,6552,16777fdd-1d4c-4b95-b2ea-e96014209704,[img:flags/LB.gif],01:07:01.523,444 / 2293,36 / 762,01:01:57.700,9.6 Km/Hr,6:11 min/km,10 KM
10KM RUN,#1_Female,6451,fa373d78-5b9e-4a60-836b-a112945c36c6,[img:flags/SE.gif],01:02:58.693,449 / 2293,37 / 762,01:02:03.305,9.6 Km/Hr,6:12 min/km,10 KM
10KM RUN,#1_Female,7085,26cbc88f-568d-4cc9-8774-955574a68c5a,[img:flags/SA.gif],01:02:30.423,454 / 2293,38 / 762,01:02:09.821,9.6 Km/Hr,6:12 min/km,10 KM
10KM RUN,#1_Female,5679,5772459c-3ee7-460c-a348-672349bc934e,,01:04:04.435,456 / 2293,39 / 762,01:02:13.336,9.6 Km/Hr,6:13 min/km,10 KM
10KM RUN,#1_Female,8227,ac248d51-dc52-4024-b89e-81bc48ae38bb,[img:flags/EG.gif],01:28:36.329,466 / 2293,40 / 762,01:02:25.637,9.6 Km/Hr,6:14 min/km,10 KM
10KM RUN,#1_Female,5129,715128d0-3ce8-436c-b01e-c6e7c6169e1f,[img:flags/SA.gif],01:04:04.896,470 / 2293,41 / 762,01:02:35.956,9.5 Km/Hr,6:15 min/km,10 KM
10KM RUN,#1_Female,5885,c1c86162-b243-4be9-8e7f-ff4d7a234524,[img:flags/SA.gif],01:04:15.008,477 / 2293,42 / 762,01:02:45.937,9.5 Km/Hr,6:16 min/km,10 KM
10KM RUN,#1_Female,6754,a32fabcc-2c31-4892-9a8d-cd96a552ae4c,[img:flags/CA.gif],01:04:00.475,488 / 2293,43 / 762,01:03:03.663,9.5 Km/Hr,6:18 min/km,10 KM
10KM RUN,#1_Female,7160,36d18ca9-2976-4c8a-a39d-121bdbc053de,[img:flags/SA.gif],01:03:36.354,493 / 2293,44 / 762,01:03:09.953,9.4 Km/Hr,6:18 min/km,10 KM
10KM RUN,#1_Female,6912,aaa37249-efb9-449d-baba-c5ef4b2f4e9e,[img:flags/YE.gif],01:04:54.930,498 / 2293,45 / 762,01:03:36.630,9.4 Km/Hr,6:21 min/km,10 KM
10KM RUN,#1_Female,5865,6d96aa8b-2648-446c-b6ac-84e8bdd6c4ce,[img:flags/SA.gif],01:04:47.869,503 / 2293,46 / 762,01:03:45.882,9.4 Km/Hr,6:22 min/km,10 KM
10KM RUN,#1_Female,7436,bfd20d9c-cbce-404c-802d-fdfc878fafab,[img:flags/LB.gif],01:05:36.489,518 / 2293,47 / 762,01:04:00.423,9.3 Km/Hr,6:24 min/km,10 KM
10KM RUN,#1_Female,5120,05dafb1e-3582-4c61-86f3-25b914fa078d,[img:flags/PL.gif],01:05:51.297,525 / 2293,48 / 762,01:04:12.064,9.3 Km/Hr,6:25 min/km,10 KM
10KM RUN,#1_Female,6797,a6f87935-0980-4189-965e-2f656ac07c46,[img:flags/BH.gif],01:06:05.556,526 / 2293,49 / 762,01:04:12.568,9.3 Km/Hr,6:25 min/km,10 KM
10KM RUN,#1_Female,5250,e70dce9f-4a59-46bd-aff9-00d75a8449cc,[img:flags/ZA.gif],01:09:20.917,529 / 2293,50 / 762,01:04:15.645,9.3 Km/Hr,6:25 min/km,10 KM
10KM RUN,#1_Female,7435,7d263fdb-d629-4d5f-8c1d-05f5f361751b,,01:05:52.357,531 / 2293,51 / 762,01:04:16.292,9.3 Km/Hr,6:25 min/km,10 KM
10KM RUN,#1_Female,6823,7ffa2e56-6f19-4db7-9cf6-9959ae0af022,[img:flags/BH.gif],01:06:11.571,532 / 2293,52 / 762,01:04:18.359,9.3 Km/Hr,6:25 min/km,10 KM
10KM RUN,#1_Female,5927,138dd91c-c5f6-4ddf-a03f-1556869dd5ce,[img:flags/SA.gif],01:06:52.836,535 / 2293,53 / 762,01:04:19.578,9.3 Km/Hr,6:25 min/km,10 KM
10KM RUN,#1_Female,7823,5ccda44c-c752-4466-89c4-2a1a9f95c906,,01:04:46.663,537 / 2293,54 / 762,01:04:21.924,9.3 Km/Hr,6:26 min/km,10 KM
10KM RUN,#1_Female,6702,6df6de3c-faac-449f-ae57-2086359c3496,[img:flags/SA.gif],01:05:39.877,538 / 2293,55 / 762,01:04:21.976,9.3 Km/Hr,6:26 min/km,10 KM
10KM RUN,#1_Female,7855,c9435410-8cff-494e-a81b-eb6ac19d8308,[img:flags/GB.gif],01:05:39.017,545 / 2293,56 / 762,01:04:30.198,9.3 Km/Hr,6:27 min/km,10 KM
10KM RUN,#1_Female,5126,5e215e69-151c-49f5-8a1e-f894f0436b2c,[img:flags/SA.gif],01:05:31.657,546 / 2293,57 / 762,01:04:31.278,9.2 Km/Hr,6:27 min/km,10 KM
10KM RUN,#1_Female,6319,f486faa1-fe8c-4210-8769-5cdf09285bf4,[img:flags/PH.gif],01:08:32.036,547 / 2293,58 / 762,01:04:32.005,9.2 Km/Hr,6:27 min/km,10 KM
10KM RUN,#1_Female,6328,7169e0ed-451d-4454-a63c-ab657aa33303,[img:flags/PK.gif],01:06:29.760,558 / 2293,59 / 762,01:04:45.319,9.2 Km/Hr,6:28 min/km,10 KM
10KM RUN,#1_Female,7812,99732487-6eb0-4334-8db7-d6ff74bf1df6,[img:flags/GB.gif],01:06:01.740,561 / 2293,60 / 762,01:04:53.220,9.2 Km/Hr,6:29 min/km,10 KM
10KM RUN,#1_Female,6427,1f926176-c5a8-46f6-87da-b87c1d84598c,[img:flags/SA.gif],01:07:13.797,562 / 2293,61 / 762,01:04:53.379,9.2 Km/Hr,6:29 min/km,10 KM
10KM RUN,#1_Female,7725,3b59c0c9-782a-4534-a698-31060222a38b,[img:flags/PT.gif],01:07:28.336,567 / 2293,62 / 762,01:05:01.917,9.2 Km/Hr,6:30 min/km,10 KM
10KM RUN,#1_Female,8075,4687383d-c773-4971-8158-c4f8bc7fee67,[img:flags/RU.gif],01:10:54.526,571 / 2293,63 / 762,01:05:14.802,9.1 Km/Hr,6:31 min/km,10 KM
10KM RUN,#1_Female,6771,f976a862-6ece-42ef-9df9-5e3ab4b8d505,[img:flags/SA.gif],01:07:48.224,572 / 2293,64 / 762,01:05:16.982,9.1 Km/Hr,6:31 min/km,10 KM
10KM RUN,#1_Female,6828,617cec38-a2cb-428e-a2ea-7cd8e9b8f39b,[img:flags/YE.gif],01:07:05.041,575 / 2293,65 / 762,01:05:21.019,9.1 Km/Hr,6:32 min/km,10 KM
10KM RUN,#1_Female,6638,d96a227d-57fe-4f2c-99e4-c9c9cd051e33,[img:flags/SA.gif],01:11:46.228,589 / 2293,66 / 762,01:05:33.421,9.1 Km/Hr,6:33 min/km,10 KM
10KM RUN,#1_Female,5082,9b7bde5a-1a60-49bf-9600-88af3d4b1c88,[img:flags/PH.gif],01:06:25.860,597 / 2293,67 / 762,01:05:48.614,9.1 Km/Hr,6:34 min/km,10 KM
10KM RUN,#1_Female,6939,0385a39b-1df0-406b-acb2-1e69c965c502,[img:flags/GB.gif],01:07:20.535,599 / 2293,68 / 762,01:05:50.744,9.1 Km/Hr,6:35 min/km,10 KM
10KM RUN,#1_Female,5732,03cbb4df-6dcf-4bc9-bcfa-6c76ae7aeac9,[img:flags/SA.gif],01:07:51.665,600 / 2293,69 / 762,01:05:51.545,9.1 Km/Hr,6:35 min/km,10 KM
10KM RUN,#1_Female,5554,8383a8c4-984a-482b-8d8d-5ffa0f5e9c81,,01:06:34.831,602 / 2293,70 / 762,01:05:56.331,9.0 Km/Hr,6:35 min/km,10 KM
10KM RUN,#1_Female,6609,e1992dc7-fced-40d0-85fa-3d023c126954,,01:07:31.695,607 / 2293,71 / 762,01:06:04.716,9.0 Km/Hr,6:36 min/km,10 KM
10KM RUN,#1_Female,5737,a8ce17ae-cabc-479f-b877-bd5ffb53334b,[img:flags/LB.gif],01:06:51.621,608 / 2293,72 / 762,01:06:05.243,9.0 Km/Hr,6:36 min/km,10 KM
10KM RUN,#1_Female,5506,81b9eecd-a854-4ce2-8f02-141bb8c8f7c2,[img:flags/SA.gif],01:09:53.906,613 / 2293,73 / 762,01:06:11.894,9.0 Km/Hr,6:37 min/km,10 KM
10KM RUN,#1_Female,8344,0eaf42ed-e510-41de-89f3-9c404bef75eb,[img:flags/SA.gif],01:06:39.082,614 / 2293,74 / 762,01:06:13.361,9.0 Km/Hr,6:37 min/km,10 KM
10KM RUN,#1_Female,6347,a789588d-7cad-4d87-9d3e-31251b7ca01a,[img:flags/LB.gif],01:07:20.142,619 / 2293,75 / 762,01:06:20.786,9.0 Km/Hr,6:38 min/km,10 KM
10KM RUN,#1_Female,6439,dbee139f-6053-4f92-933e-d14217bf4f4a,[img:flags/GB.gif],01:07:55.962,620 / 2293,76 / 762,01:06:21.332,9.0 Km/Hr,6:38 min/km,10 KM
10KM RUN,#1_Female,6117,66340a30-7636-477c-acc2-64c088f16460,[img:flags/SA.gif],01:08:05.492,626 / 2293,77 / 762,01:06:26.064,9.0 Km/Hr,6:38 min/km,10 KM
10KM RUN,#1_Female,6874,62651540-4fdc-4db3-9b9c-1a5c00ef7796,[img:flags/IT.gif],01:08:58.308,627 / 2293,78 / 762,01:06:26.289,9.0 Km/Hr,6:38 min/km,10 KM
10KM RUN,#1_Female,5465,d7dedc92-867d-47b4-b2f6-0067b7a22eca,[img:flags/SA.gif],01:07:55.364,628 / 2293,79 / 762,01:06:26.866,9.0 Km/Hr,6:38 min/km,10 KM
10KM RUN,#1_Female,7455,e479a8ab-457a-463a-a057-764b8081530e,[img:flags/SA.gif],01:08:52.065,632 / 2293,80 / 762,01:06:31.503,9.0 Km/Hr,6:39 min/km,10 KM
10KM RUN,#1_Female,5612,38d61708-9dc7-4823-bc6a-d445410219b8,[img:flags/GB.gif],01:08:11.907,651 / 2293,81 / 762,01:06:47.928,8.9 Km/Hr,6:40 min/km,10 KM
10KM RUN,#1_Female,6832,604eb900-f971-48f2-9295-98e4f197891f,[img:flags/SA.gif],01:06:59.722,657 / 2293,82 / 762,01:06:54.459,8.9 Km/Hr,6:41 min/km,10 KM
10KM RUN,#1_Female,6107,a39f0f8e-ed36-4423-a3e8-23ef3b792134,[img:flags/PS.gif],01:13:13.578,660 / 2293,83 / 762,01:06:57.624,8.9 Km/Hr,6:41 min/km,10 KM
10KM RUN,#1_Female,5304,d2d71a2d-bb90-49fe-8b50-385f90bcb2bd,[img:flags/SA.gif],01:08:50.823,664 / 2293,84 / 762,01:06:59.779,8.9 Km/Hr,6:41 min/km,10 KM
10KM RUN,#1_Female,5814,cb8091b4-aadf-4f99-8aa1-974041fb9f72,[img:flags/BR.gif],01:07:28.063,672 / 2293,85 / 762,01:07:08.535,8.9 Km/Hr,6:42 min/km,10 KM
10KM RUN,#1_Female,9992,dc6436fe-2512-4eff-95d8-93730d71be95,[img:flags/SA.gif],01:08:59.566,673 / 2293,86 / 762,01:07:09.657,8.9 Km/Hr,6:42 min/km,10 KM
10KM RUN,#1_Female,5008,f209e941-4f11-4e2f-b0b6-7acdd2a161a0,[img:flags/SA.gif],01:08:59.404,675 / 2293,87 / 762,01:07:14.189,8.9 Km/Hr,6:43 min/km,10 KM
10KM RUN,#1_Female,6920,acad33f2-7f5c-4ed0-a28d-92811b19f97e,[img:flags/SA.gif],01:07:47.060,681 / 2293,88 / 762,01:07:22.122,8.9 Km/Hr,6:44 min/km,10 KM
10KM RUN,#1_Female,5687,07fd8217-ce5c-4d3d-a41a-bed9964059e1,[img:flags/IE.gif],01:08:31.225,683 / 2293,89 / 762,01:07:22.887,8.9 Km/Hr,6:44 min/km,10 KM
10KM RUN,#1_Female,8257,86de6d72-714b-47b8-b7ab-0d2892c0d069,[img:flags/CN.gif],01:16:38.304,691 / 2293,90 / 762,01:07:29.889,8.8 Km/Hr,6:44 min/km,10 KM
10KM RUN,#1_Female,7916,05517e29-ffe4-409e-b9ac-859df8ffc1b0,[img:flags/SA.gif],01:08:53.308,692 / 2293,91 / 762,01:07:30.435,8.8 Km/Hr,6:45 min/km,10 KM
10KM RUN,#1_Female,8184,e4fdf49e-dddc-489e-946f-9263ec3d8dc0,[img:flags/EE.gif],01:08:57.656,697 / 2293,92 / 762,01:07:34.597,8.8 Km/Hr,6:45 min/km,10 KM
10KM RUN,#1_Female,6644,beddf919-b8ac-452c-af89-046d18f99e2c,[img:flags/BR.gif],01:12:14.092,701 / 2293,93 / 762,01:07:39.610,8.8 Km/Hr,6:45 min/km,10 KM
10KM RUN,#1_Female,8080,5ceea7b9-4a4c-429f-b8a5-d400c6719bfd,[img:flags/SA.gif],01:08:29.177,706 / 2293,94 / 762,01:07:43.888,8.8 Km/Hr,6:46 min/km,10 KM
10KM RUN,#1_Female,5365,64d883c5-7667-4269-a5a9-68c13f42e532,[img:flags/SA.gif],01:11:16.651,709 / 2293,95 / 762,01:07:47.648,8.8 Km/Hr,6:46 min/km,10 KM
10KM RUN,#1_Female,5997,eec20a06-6e38-4d7d-ac33-556178d24d92,[img:flags/SA.gif],01:08:22.723,712 / 2293,96 / 762,01:07:52.364,8.8 Km/Hr,6:47 min/km,10 KM
10KM RUN,#1_Female,8151,be038618-854d-47ab-ba23-381fb28ea9be,[img:flags/SD.gif],01:10:47.098,714 / 2293,97 / 762,01:07:53.936,8.8 Km/Hr,6:47 min/km,10 KM
10KM RUN,#1_Female,6463,81a89fd5-122f-4368-93d0-eb81ccd1fdb4,[img:flags/SA.gif],01:10:08.200,717 / 2293,98 / 762,01:07:55.651,8.8 Km/Hr,6:47 min/km,10 KM
10KM RUN,#1_Female,5574,0b1ed49b-b8ee-415a-8ccd-5cb99d10e386,,01:09:07.624,718 / 2293,99 / 762,01:07:58.603,8.8 Km/Hr,6:47 min/km,10 KM
10KM RUN,#1_Female,6967,a06dcc93-6e09-4ab5-8f2a-0c7651a8ca4e,[img:flags/SA.gif],01:08:24.940,722 / 2293,100 / 762,01:08:00.500,8.8 Km/Hr,6:48 min/km,10 KM
10KM RUN,#1_Female,8038,bbb2a810-618d-45ba-aa6a-f8698a390cfb,[img:flags/LB.gif],01:09:03.977,724 / 2293,101 / 762,01:08:01.776,8.8 Km/Hr,6:48 min/km,10 KM
10KM RUN,#1_Female,5015,da671631-b6f9-4791-b46d-eb2a6767aea1,[img:flags/SA.gif],01:09:45.145,730 / 2293,102 / 762,01:08:12.785,8.7 Km/Hr,6:49 min/km,10 KM
10KM RUN,#1_Female,6524,d6f4d2e9-854a-4b81-b7b1-aba46e7f5e27,[img:flags/GB.gif],01:13:23.081,733 / 2293,103 / 762,01:08:21.668,8.7 Km/Hr,6:50 min/km,10 KM
10KM RUN,#1_Female,5818,d910adcc-9c06-4e38-8b48-eba5cbeb8d62,[img:flags/MX.gif],01:09:36.407,742 / 2293,104 / 762,01:08:33.560,8.7 Km/Hr,6:51 min/km,10 KM
10KM RUN,#1_Female,8161,bfff07d7-0084-43ce-ae1b-17cbd14b13ce,[img:flags/SA.gif],01:11:20.330,746 / 2293,105 / 762,01:08:38.031,8.7 Km/Hr,6:51 min/km,10 KM
10KM RUN,#1_Female,5987,d1f737d1-693a-47f8-be0c-6e01bd267a0a,[img:flags/LB.gif],01:09:37.819,747 / 2293,106 / 762,01:08:38.518,8.7 Km/Hr,6:51 min/km,10 KM
10KM RUN,#1_Female,5731,aedbbbcc-27f4-4b64-a567-05c8f65caf6b,[img:flags/GB.gif],01:09:15.091,751 / 2293,107 / 762,01:08:41.260,8.7 Km/Hr,6:52 min/km,10 KM
10KM RUN,#1_Female,6394,69e734ea-09a2-4c0f-85cd-b35a705d87c4,[img:flags/SD.gif],01:09:40.225,757 / 2293,108 / 762,01:08:46.807,8.7 Km/Hr,6:52 min/km,10 KM
10KM RUN,#1_Female,6006,1544a819-7094-4912-a6f8-bb29f1e93c9f,[img:flags/GB.gif],01:09:14.287,765 / 2293,109 / 762,01:08:52.128,8.7 Km/Hr,6:53 min/km,10 KM
10KM RUN,#1_Female,6042,bead2297-ea4d-4acf-80ae-66422dffc434,[img:flags/SA.gif],01:09:14.584,768 / 2293,110 / 762,01:08:57.176,8.7 Km/Hr,6:53 min/km,10 KM
10KM RUN,#1_Female,6455,771f52d6-e1af-44ac-973e-24f24063dbe7,[img:flags/SA.gif],01:09:32.479,771 / 2293,111 / 762,01:09:00.298,8.6 Km/Hr,6:54 min/km,10 KM
10KM RUN,#1_Female,7470,fd0fa822-e26e-40f4-be00-d415697b9e50,,01:12:25.670,775 / 2293,112 / 762,01:09:11.416,8.6 Km/Hr,6:55 min/km,10 KM
10KM RUN,#1_Female,5252,c7aee60c-aa16-4c3c-96f7-55ff3ce3749b,[img:flags/SA.gif],01:09:53.706,778 / 2293,113 / 762,01:09:12.305,8.6 Km/Hr,6:55 min/km,10 KM
10KM RUN,#1_Female,6199,21c0095f-100b-473a-9f5f-6cc92daeee5b,[img:flags/PH.gif],01:10:39.448,796 / 2293,114 / 762,01:09:39.770,8.6 Km/Hr,6:57 min/km,10 KM
10KM RUN,#1_Female,6640,dfd2c4d3-0c09-4e3b-9466-c356d9ba31d2,[img:flags/SA.gif],01:15:38.167,799 / 2293,115 / 762,01:09:44.828,8.6 Km/Hr,6:58 min/km,10 KM
10KM RUN,#1_Female,5339,04292b10-7b45-4650-b545-c1ce4d3b1824,[img:flags/SA.gif],01:10:04.625,802 / 2293,116 / 762,01:09:51.626,8.5 Km/Hr,6:59 min/km,10 KM
10KM RUN,#1_Female,5065,ab9063c6-7f93-46f4-80b0-5bcc153b9637,[img:flags/PH.gif],01:11:55.946,804 / 2293,117 / 762,01:09:55.268,8.5 Km/Hr,6:59 min/km,10 KM
10KM RUN,#1_Female,6342,616acd72-5d52-4615-972c-b17a45285b53,[img:flags/SA.gif],01:10:45.908,805 / 2293,118 / 762,01:09:56.069,8.5 Km/Hr,6:59 min/km,10 KM
10KM RUN,#1_Female,5580,1748b75c-bab0-444f-bfd7-3174d6dfbf6b,[img:flags/SA.gif],01:10:13.120,806 / 2293,119 / 762,01:09:56.612,8.5 Km/Hr,6:59 min/km,10 KM
10KM RUN,#1_Female,5045,5346e95c-e10f-422f-8c68-9c98f90c9787,[img:flags/SA.gif],01:12:23.082,821 / 2293,120 / 762,01:10:07.021,8.5 Km/Hr,7:00 min/km,10 KM
10KM RUN,#1_Female,5226,cc8108a5-1d0e-430f-a095-1c21d5157710,[img:flags/SA.gif],01:11:57.008,822 / 2293,121 / 762,01:10:07.760,8.5 Km/Hr,7:00 min/km,10 KM
10KM RUN,#1_Female,5502,ed76be43-3bbe-412f-8360-115df53b4145,[img:flags/SA.gif],01:11:48.480,823 / 2293,122 / 762,01:10:08.326,8.5 Km/Hr,7:00 min/km,10 KM
10KM RUN,#1_Female,6204,6157cbb5-b98e-45a4-ac2f-4af4204ac1de,[img:flags/LB.gif],01:11:08.081,824 / 2293,123 / 762,01:10:09.952,8.5 Km/Hr,7:00 min/km,10 KM
10KM RUN,#1_Female,7670,8bd00c83-b13e-498c-9949-84dc5399afd3,,01:10:27.645,826 / 2293,124 / 762,01:10:10.173,8.5 Km/Hr,7:01 min/km,10 KM
10KM RUN,#1_Female,6657,ed7579be-d0c0-4bc0-9d50-8b8d202b123a,,01:11:52.169,827 / 2293,125 / 762,01:10:10.408,8.5 Km/Hr,7:01 min/km,10 KM
10KM RUN,#1_Female,6393,cb9e5404-859d-4cc0-9bbf-7e7d71903f22,[img:flags/SA.gif],01:10:47.566,831 / 2293,126 / 762,01:10:14.357,8.5 Km/Hr,7:01 min/km,10 KM
10KM RUN,#1_Female,5735,e6253369-15f1-4d7f-b59c-0f1bbf674368,[img:flags/SA.gif],01:17:28.169,832 / 2293,127 / 762,01:10:14.962,8.5 Km/Hr,7:01 min/km,10 KM
10KM RUN,#1_Female,6316,be9f815a-1ad0-4aca-8b87-781d86e6c6f9,[img:flags/SA.gif],01:47:30.358,845 / 2293,128 / 762,01:10:26.453,8.5 Km/Hr,7:02 min/km,10 KM
10KM RUN,#1_Female,5516,9c536550-a6bd-4e05-941f-0cd355731109,[img:flags/ZA.gif],01:11:11.706,859 / 2293,129 / 762,01:10:42.399,8.4 Km/Hr,7:04 min/km,10 KM
