Race Type,Gender,Bib,Name,Nationality Flag,Gun Time,Rank,Gender Rank,Chip Time,Speed (Km/Hr),Pace (min/km),Distance Covered
10KM RUN,#2_Male,7574,0a4a5176-92d4-4fbc-aaf5-ed76807e21a1,[img:flags/SA.gif],01:15:53.311,1038 / 2293,857 / 1531,01:15:10.832,7.9 Km/Hr,7:31 min/km,10 KM
10KM RUN,#2_Male,6957,fc8eb652-56cb-4c58-bb51-32335f73c251,[img:flags/SA.gif],01:15:11.973,1039 / 2293,858 / 1531,01:15:11.973,7.9 Km/Hr,7:31 min/km,10 KM
10KM RUN,#2_Male,5263,1731037d-e017-4bd9-99c3-4769d88ff1a8,[img:flags/PK.gif],01:16:01.507,1041 / 2293,859 / 1531,01:15:14.455,7.9 Km/Hr,7:31 min/km,10 KM
10KM RUN,#2_Male,6839,d92960a4-a0b8-4481-a9a8-128bf3e8696a,[img:flags/SA.gif],01:16:27.287,1042 / 2293,860 / 1531,01:15:17.048,7.9 Km/Hr,7:31 min/km,10 KM
10KM RUN,#2_Male,8172,968a50de-057f-4486-987e-875be7649e1b,[img:flags/EG.gif],01:15:41.219,1043 / 2293,861 / 1531,01:15:18.080,7.9 Km/Hr,7:31 min/km,10 KM
10KM RUN,#2_Male,7606,49ff8c08-93e7-4be4-b0f2-d6ccfad5a86c,[img:flags/CN.gif],01:57:55.492,1044 / 2293,862 / 1531,01:15:18.321,7.9 Km/Hr,7:31 min/km,10 KM
10KM RUN,#2_Male,6370,efdfcb59-98e8-4f25-a187-1c5d0c33e381,[img:flags/SA.gif],01:17:46.272,1045 / 2293,863 / 1531,01:15:25.189,7.9 Km/Hr,7:32 min/km,10 KM
10KM RUN,#2_Male,8112,3afcca37-fcd8-42df-bdc5-70071bc009ef,[img:flags/SA.gif],01:15:43.123,1046 / 2293,864 / 1531,01:15:25.656,7.9 Km/Hr,7:32 min/km,10 KM
10KM RUN,#2_Male,8371,b2249b67-e789-40f8-8ee9-ef2b92886ec5,[img:flags/SA.gif],01:18:16.259,1047 / 2293,865 / 1531,01:15:26.306,7.9 Km/Hr,7:32 min/km,10 KM
10KM RUN,#2_Male,8223,2296a0a1-1186-49cc-ab2f-a1aa6f94f56f,[img:flags/SA.gif],01:16:31.602,1048 / 2293,866 / 1531,01:15:27.054,7.9 Km/Hr,7:32 min/km,10 KM
10KM RUN,#2_Male,6158,d04b68e7-2bf3-4084-97c8-2d9ef5109913,[img:flags/SA.gif],01:17:47.909,1049 / 2293,867 / 1531,01:15:29.110,7.9 Km/Hr,7:32 min/km,10 KM
10KM RUN,#2_Male,8466,b4f27d8e-090b-4762-add1-61f93771177d,[img:flags/PH.gif],01:17:38.849,1050 / 2293,868 / 1531,01:15:32.429,7.9 Km/Hr,7:33 min/km,10 KM
10KM RUN,#2_Male,8125,5947a5a5-f879-44b2-87d0-b4b672eddafc,[img:flags/SA.gif],01:16:42.941,1051 / 2293,869 / 1531,01:15:33.923,7.9 Km/Hr,7:33 min/km,10 KM
10KM RUN,#2_Male,5298,179e460d-a0e2-4c5f-96cc-9762e9835fd5,[img:flags/SA.gif],01:15:53.190,1052 / 2293,870 / 1531,01:15:35.399,7.9 Km/Hr,7:33 min/km,10 KM
10KM RUN,#2_Male,7537,ba6f42e9-f02d-4b5d-9a17-e3afcfc47d08,[img:flags/SA.gif],01:19:33.750,1056 / 2293,871 / 1531,01:15:40.707,7.9 Km/Hr,7:34 min/km,10 KM
10KM RUN,#2_Male,7318,517fdf89-9ded-4242-af0e-d646b6fe47f9,[img:flags/SA.gif],01:49:26.044,1057 / 2293,872 / 1531,01:15:43.253,7.9 Km/Hr,7:34 min/km,10 KM
10KM RUN,#2_Male,6080,1168161c-0d2c-42aa-95e6-b92b0f5e0b3f,[img:flags/SA.gif],01:42:07.908,1060 / 2293,873 / 1531,01:15:50.646,7.9 Km/Hr,7:35 min/km,10 KM
10KM RUN,#2_Male,7137,88ee0bee-6621-4c7d-b358-1f0e7d08c9f6,[img:flags/CN.gif],01:17:46.268,1061 / 2293,874 / 1531,01:15:51.547,7.9 Km/Hr,7:35 min/km,10 KM
10KM RUN,#2_Male,8352,dfbdbe3b-26bf-4f86-a43d-18abf2e90ad1,[img:flags/SA.gif],01:17:13.928,1063 / 2293,875 / 1531,01:15:52.910,7.9 Km/Hr,7:35 min/km,10 KM
10KM RUN,#2_Male,8534,de7197f6-f5bf-4aad-8405-bf7b1a27296a,[img:flags/SA.gif],01:17:24.369,1066 / 2293,876 / 1531,01:16:00.697,7.8 Km/Hr,7:36 min/km,10 KM
10KM RUN,#2_Male,7899,ffe17bb5-d82f-4619-88d0-4302ad5a7e31,[img:flags/SA.gif],01:16:59.972,1067 / 2293,877 / 1531,01:16:01.721,7.8 Km/Hr,7:36 min/km,10 KM
10KM RUN,#2_Male,8513,04cdbfc5-ebba-4826-bf31-4e0e6cd1168d,[img:flags/SA.gif],01:18:17.058,1069 / 2293,878 / 1531,01:16:06.527,7.8 Km/Hr,7:36 min/km,10 KM
10KM RUN,#2_Male,8306,b5ee25b7-4541-4a2c-a283-72e61bded5d5,[img:flags/SA.gif],01:16:30.041,1070 / 2293,879 / 1531,01:16:06.667,7.8 Km/Hr,7:36 min/km,10 KM
10KM RUN,#2_Male,8469,cb2d6f2c-7079-4223-800a-0fe585ca8692,[img:flags/SA.gif],01:17:09.568,1071 / 2293,880 / 1531,01:16:07.930,7.8 Km/Hr,7:36 min/km,10 KM
10KM RUN,#2_Male,7846,801d78fa-9af6-47c9-8956-a1c5c377e8f9,[img:flags/YE.gif],01:20:07.842,1072 / 2293,881 / 1531,01:16:08.013,7.8 Km/Hr,7:36 min/km,10 KM
10KM RUN,#2_Male,6921,5efac997-664d-4056-bd4b-594bef6eaf69,[img:flags/SA.gif],01:16:18.862,1073 / 2293,882 / 1531,01:16:10.546,7.8 Km/Hr,7:37 min/km,10 KM
10KM RUN,#2_Male,8241,3a5ea6e2-df0a-4348-ac05-036b07568fb8,,01:16:25.931,1074 / 2293,883 / 1531,01:16:13.298,7.8 Km/Hr,7:37 min/km,10 KM
10KM RUN,#2_Male,5976,cf71a8ed-1f76-4176-96a1-27f3bdd35498,[img:flags/SA.gif],01:16:20.468,1075 / 2293,884 / 1531,01:16:13.356,7.8 Km/Hr,7:37 min/km,10 KM
10KM RUN,#2_Male,7150,cd337bab-2d22-49f6-bd98-bc374be6134b,[img:flags/VE.gif],01:18:31.894,1077 / 2293,885 / 1531,01:16:17.176,7.8 Km/Hr,7:37 min/km,10 KM
10KM RUN,#2_Male,6301,3e2f636d-47bc-4d53-873a-888acbfd9396,[img:flags/DE.gif],01:33:09.168,1078 / 2293,886 / 1531,01:16:17.432,7.8 Km/Hr,7:37 min/km,10 KM
10KM RUN,#2_Male,8485,d0509a00-2828-4315-abf3-0a473c88642e,[img:flags/SA.gif],01:16:51.840,1079 / 2293,887 / 1531,01:16:21.203,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,6287,1d346c09-9cb5-46dd-8e74-8a15cea8f739,[img:flags/EG.gif],01:16:39.480,1081 / 2293,888 / 1531,01:16:25.917,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,7290,cc125eb6-ef65-428a-bb0b-363e6a0c2185,[img:flags/IN.gif],01:16:57.328,1083 / 2293,889 / 1531,01:16:26.987,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,7176,90076df6-9d71-4939-b862-8fd3a0c71895,[img:flags/SA.gif],01:25:10.516,1084 / 2293,890 / 1531,01:16:27.339,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,7370,d88c8eed-c52c-46e8-b5cd-e0c2326277ee,[img:flags/SA.gif],01:20:27.723,1085 / 2293,891 / 1531,01:16:27.751,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,5235,5c97cfa1-d5ec-4045-b5b0-cb8c24efdb82,[img:flags/SA.gif],01:22:39.435,1086 / 2293,892 / 1531,01:16:28.111,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,6821,0d38a50d-1a36-4687-b7f9-a5327a30dc82,[img:flags/SA.gif],01:18:33.569,1087 / 2293,893 / 1531,01:16:28.791,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,7184,5b51c53d-2f02-42be-a94e-3768e77d7a1e,[img:flags/SA.gif],01:16:32.740,1088 / 2293,894 / 1531,01:16:28.809,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,7058,f503f1fd-526b-4ad3-aef9-cf9549d5fadc,[img:flags/SA.gif],01:23:45.241,1089 / 2293,895 / 1531,01:16:28.911,7.8 Km/Hr,7:38 min/km,10 KM
10KM RUN,#2_Male,6964,2337cc3b-7cfa-4930-a7ae-2c354e3b70c7,[img:flags/SA.gif],01:23:47.398,1090 / 2293,896 / 1531,01:16:30.804,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,8457,693c6d70-b173-4b4d-8800-f68e36eef54d,[img:flags/PK.gif],01:17:31.098,1091 / 2293,897 / 1531,01:16:32.001,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,7934,a4d0445e-12c6-4c71-a3e2-fb03fa00c638,,01:17:42.183,1093 / 2293,898 / 1531,01:16:33.885,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,7485,cf8ee6cf-6f80-4ecd-8deb-009acc24695e,[img:flags/SA.gif],01:23:34.355,1094 / 2293,899 / 1531,01:16:34.682,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,8362,48e48f87-7564-4fe8-9cf5-920b5a240316,[img:flags/SA.gif],01:23:34.407,1095 / 2293,900 / 1531,01:16:35.617,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,6544,72cc3906-df7c-4216-b672-207c67c242dd,[img:flags/EG.gif],01:42:43.828,1096 / 2293,901 / 1531,01:16:36.622,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,8446,36702e8a-aa21-499b-b715-7efca3f40747,[img:flags/SA.gif],01:50:58.345,1099 / 2293,902 / 1531,01:16:37.509,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,7312,cf1c94a5-db3e-49b1-a6dd-e40ef3aaa2c1,[img:flags/SA.gif],01:18:14.622,1101 / 2293,903 / 1531,01:16:37.653,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,6945,753cc5b4-ffe5-4fe3-b728-37c8f7269fab,[img:flags/IN.gif],01:20:24.891,1102 / 2293,904 / 1531,01:16:39.919,7.8 Km/Hr,7:39 min/km,10 KM
10KM RUN,#2_Male,7086,df47ec4a-bce9-4878-96f2-5521022b3e99,[img:flags/SA.gif],01:25:41.723,1103 / 2293,905 / 1531,01:16:40.177,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,8339,a4fdb12e-79a6-43aa-9cdc-8c68f9f0df07,[img:flags/SA.gif],01:25:41.916,1104 / 2293,906 / 1531,01:16:40.370,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,8409,ebd3f080-ef48-4a56-a3b4-4272f9f33478,[img:flags/GB.gif],01:19:47.530,1105 / 2293,907 / 1531,01:16:40.492,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,7737,49237e11-b16e-486a-ab64-1288bc13d419,[img:flags/SA.gif],01:21:22.291,1109 / 2293,908 / 1531,01:16:42.117,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,6859,4c92d0a4-3d5f-4d48-b97f-b1912da3ba2a,[img:flags/SA.gif],01:39:53.023,1110 / 2293,909 / 1531,01:16:42.364,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,6851,610e61cd-0213-4d10-8873-28921a9bf486,[img:flags/SA.gif],01:39:52.783,1111 / 2293,910 / 1531,01:16:42.773,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,7599,0753e979-f39f-4027-a237-053f0b10e4b2,[img:flags/SA.gif],01:16:54.290,1112 / 2293,911 / 1531,01:16:43.130,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,7329,05b33d19-2451-4b38-ab7b-bb5a07173ed9,[img:flags/EG.gif],01:37:11.629,1114 / 2293,912 / 1531,01:16:48.363,7.8 Km/Hr,7:40 min/km,10 KM
10KM RUN,#2_Male,7702,64c527ca-a1a0-482d-bf26-91792024f85d,[img:flags/SA.gif],01:19:12.744,1115 / 2293,913 / 1531,01:16:50.062,7.8 Km/Hr,7:41 min/km,10 KM
10KM RUN,#2_Male,5399,f06001e3-e933-42e7-b8e8-9d8a152e3db5,[img:flags/IN.gif],01:17:20.242,1117 / 2293,914 / 1531,01:16:55.502,7.7 Km/Hr,7:41 min/km,10 KM
10KM RUN,#2_Male,8069,e3942b61-64b8-4ea0-ad7f-9c496d844097,[img:flags/SD.gif],01:18:18.351,1118 / 2293,915 / 1531,01:16:56.252,7.7 Km/Hr,7:41 min/km,10 KM
10KM RUN,#2_Male,7782,a75316a8-2955-4a33-a24d-2d45eb028538,[img:flags/PH.gif],01:21:08.993,1119 / 2293,916 / 1531,01:16:57.923,7.7 Km/Hr,7:41 min/km,10 KM
10KM RUN,#2_Male,7515,d658de6d-e6c2-4877-a64e-2dcd1c5c5d0d,[img:flags/SA.gif],01:18:13.925,1120 / 2293,917 / 1531,01:16:58.044,7.7 Km/Hr,7:41 min/km,10 KM
10KM RUN,#2_Male,8215,0e638f87-c4a8-4d40-a1fc-2c839288fa42,[img:flags/SA.gif],01:17:15.868,1123 / 2293,918 / 1531,01:17:01.128,7.7 Km/Hr,7:42 min/km,10 KM
10KM RUN,#2_Male,7632,8f6f3203-e982-4d24-99c3-0652ef2be140,[img:flags/IN.gif],01:18:21.320,1125 / 2293,919 / 1531,01:17:02.557,7.7 Km/Hr,7:42 min/km,10 KM
10KM RUN,#2_Male,5779,44055bbc-bbd1-4912-84cc-59c8584e87fd,[img:flags/IN.gif],01:17:28.001,1126 / 2293,920 / 1531,01:17:03.763,7.7 Km/Hr,7:42 min/km,10 KM
10KM RUN,#2_Male,7769,d275c32b-e92a-4a59-8c3e-3d5bc9bf194a,[img:flags/MA.gif],01:17:33.888,1128 / 2293,921 / 1531,01:17:06.819,7.7 Km/Hr,7:42 min/km,10 KM
10KM RUN,#2_Male,7676,0ff77f28-1008-4c8d-836c-0206216f5aa5,[img:flags/SA.gif],01:18:33.244,1129 / 2293,922 / 1531,01:17:07.344,7.7 Km/Hr,7:42 min/km,10 KM
10KM RUN,#2_Male,7141,a36cc61d-d0bf-4444-b48c-2dbb26d74b23,[img:flags/CN.gif],01:56:01.413,1130 / 2293,923 / 1531,01:17:08.165,7.7 Km/Hr,7:42 min/km,10 KM
10KM RUN,#2_Male,6997,52d8570a-5671-4253-a6f6-0948a3c93b08,[img:flags/SA.gif],01:21:32.992,1131 / 2293,924 / 1531,01:17:13.400,7.7 Km/Hr,7:43 min/km,10 KM
10KM RUN,#2_Male,6699,bcaf59ae-63c8-4b2b-8fef-441ca71fe866,[img:flags/SA.gif],01:17:30.323,1132 / 2293,925 / 1531,01:17:15.280,7.7 Km/Hr,7:43 min/km,10 KM
10KM RUN,#2_Male,6336,402a9818-d5b6-4b0d-aac9-3eb9ddfb31ab,,01:19:22.151,1133 / 2293,926 / 1531,01:17:19.710,7.7 Km/Hr,7:43 min/km,10 KM
10KM RUN,#2_Male,6205,198d52d8-2de7-40d0-b6c7-876467e31f7d,[img:flags/LB.gif],01:18:19.089,1135 / 2293,927 / 1531,01:17:22.801,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,6579,303241d9-4489-492e-bbd8-1ed9c89a0ab7,[img:flags/SA.gif],01:19:29.285,1136 / 2293,928 / 1531,01:17:23.507,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,6961,85a456e2-aad4-42c1-9baf-92da4a71b63d,[img:flags/SA.gif],01:21:58.915,1137 / 2293,929 / 1531,01:17:24.812,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,8092,829e187a-dd17-44e9-97a1-1daee3ae6fa8,[img:flags/SA.gif],01:18:49.002,1138 / 2293,930 / 1531,01:17:25.165,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,6850,a34a8107-21fa-4c17-b99c-5409423f9d32,[img:flags/SA.gif],01:19:03.135,1139 / 2293,931 / 1531,01:17:28.768,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,6531,766f39c3-086d-438f-ab15-d24a98ab5cd5,[img:flags/SA.gif],01:18:32.323,1140 / 2293,932 / 1531,01:17:28.998,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,8388,41dff519-f452-4fb4-907a-2a33dce6eb3a,[img:flags/SA.gif],01:18:08.308,1141 / 2293,933 / 1531,01:17:29.570,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,7116,3c9863e2-c4e8-444f-9611-b0e10006f2cf,[img:flags/SA.gif],01:19:03.301,1142 / 2293,934 / 1531,01:17:29.899,7.7 Km/Hr,7:44 min/km,10 KM
10KM RUN,#2_Male,7117,de9c7dcc-c100-4488-9eaf-1f7cd7962797,[img:flags/IN.gif],01:19:24.490,1143 / 2293,935 / 1531,01:17:34.658,7.7 Km/Hr,7:45 min/km,10 KM
10KM RUN,#2_Male,6504,3a3d0c78-407c-4dcf-923d-b123dfa60741,[img:flags/SA.gif],01:51:57.215,1144 / 2293,936 / 1531,01:17:36.774,7.7 Km/Hr,7:45 min/km,10 KM
10KM RUN,#2_Male,7972,0643c74c-3c9c-4c49-b371-d49d799c8a0a,[img:flags/SA.gif],01:29:40.967,1147 / 2293,937 / 1531,01:17:37.293,7.7 Km/Hr,7:45 min/km,10 KM
10KM RUN,#2_Male,8199,da3271a9-34cb-4062-b45b-2afc586dff9c,[img:flags/PH.gif],01:20:11.346,1149 / 2293,938 / 1531,01:17:45.264,7.7 Km/Hr,7:46 min/km,10 KM
10KM RUN,#2_Male,6027,9472f10d-22a0-473c-a420-04a646011dd6,[img:flags/SA.gif],01:19:29.210,1150 / 2293,939 / 1531,01:17:46.592,7.7 Km/Hr,7:46 min/km,10 KM
10KM RUN,#2_Male,6446,e38aeae0-6a85-4017-9b27-aa6b844376cd,[img:flags/CA.gif],01:18:14.930,1151 / 2293,940 / 1531,01:17:49.854,7.7 Km/Hr,7:46 min/km,10 KM
10KM RUN,#2_Male,5799,322d8d39-232a-4ae6-b40c-84508de64fa9,[img:flags/SA.gif],01:39:05.535,1152 / 2293,941 / 1531,01:17:50.087,7.7 Km/Hr,7:47 min/km,10 KM
10KM RUN,#2_Male,6846,5ac3bd2b-fb82-42ae-8030-65f6bed110c9,[img:flags/SA.gif],01:21:09.387,1154 / 2293,942 / 1531,01:17:53.627,7.7 Km/Hr,7:47 min/km,10 KM
10KM RUN,#2_Male,7008,9912e288-4018-4b6c-87ce-6c99fb5452a3,[img:flags/SE.gif],01:20:25.491,1156 / 2293,943 / 1531,01:17:59.751,7.6 Km/Hr,7:47 min/km,10 KM
10KM RUN,#2_Male,5951,d9095237-0b8c-491f-824d-6d2c80ecd3bc,[img:flags/GB.gif],01:19:09.270,1157 / 2293,944 / 1531,01:18:00.300,7.6 Km/Hr,7:48 min/km,10 KM
10KM RUN,#2_Male,5961,7a29187a-c0f5-450a-9a38-56d0fd7d7b48,[img:flags/SA.gif],01:19:27.447,1159 / 2293,945 / 1531,01:18:02.089,7.6 Km/Hr,7:48 min/km,10 KM
10KM RUN,#2_Male,7787,0aa3be46-50ec-4686-ab1c-747203bbab42,[img:flags/SA.gif],01:22:30.209,1160 / 2293,946 / 1531,01:18:02.524,7.6 Km/Hr,7:48 min/km,10 KM
10KM RUN,#2_Male,5578,4a24fb25-7ecc-4dc8-aa66-e8b4f999cae4,[img:flags/GB.gif],01:18:41.582,1161 / 2293,947 / 1531,01:18:04.062,7.6 Km/Hr,7:48 min/km,10 KM
10KM RUN,#2_Male,5553,81ae66f4-f964-4c27-b30c-2af05b236ba0,[img:flags/SA.gif],01:18:46.353,1162 / 2293,948 / 1531,01:18:04.695,7.6 Km/Hr,7:48 min/km,10 KM
10KM RUN,#2_Male,6995,81e8da91-754a-4941-8660-e2d60792600d,[img:flags/IN.gif],01:20:13.164,1164 / 2293,949 / 1531,01:18:11.546,7.6 Km/Hr,7:49 min/km,10 KM
10KM RUN,#2_Male,7928,229c4d48-a6c6-4686-b7c8-1bc44201eb7c,[img:flags/PH.gif],01:19:48.942,1166 / 2293,950 / 1531,01:18:15.820,7.6 Km/Hr,7:49 min/km,10 KM
10KM RUN,#2_Male,7158,1566a432-240d-485b-83e0-34104bd12f19,[img:flags/YE.gif],01:18:53.224,1167 / 2293,951 / 1531,01:18:15.864,7.6 Km/Hr,7:49 min/km,10 KM
10KM RUN,#2_Male,8295,017dd77a-e5b5-4f57-a63a-82b6478c1235,[img:flags/JO.gif],01:18:24.672,1168 / 2293,952 / 1531,01:18:16.534,7.6 Km/Hr,7:49 min/km,10 KM
10KM RUN,#2_Male,7817,aca856ce-8239-4d05-8c85-05d838b6b2a9,[img:flags/SA.gif],01:22:47.778,1169 / 2293,953 / 1531,01:18:20.287,7.6 Km/Hr,7:50 min/km,10 KM
10KM RUN,#2_Male,8096,87a184b7-7043-432a-9b7d-1bc294560013,[img:flags/SA.gif],01:20:03.001,1170 / 2293,954 / 1531,01:18:20.382,7.6 Km/Hr,7:50 min/km,10 KM
10KM RUN,#2_Male,6586,fc726b53-76b4-44d5-b1c2-bafce9011fe7,[img:flags/IN.gif],01:18:47.509,1171 / 2293,955 / 1531,01:18:22.511,7.6 Km/Hr,7:50 min/km,10 KM
10KM RUN,#2_Male,5547,211ee190-a9b4-4483-98f1-34f2bd619cd9,[img:flags/PH.gif],01:20:33.185,1173 / 2293,956 / 1531,01:18:25.075,7.6 Km/Hr,7:50 min/km,10 KM
10KM RUN,#2_Male,5074,524af9f5-d3ab-4ced-be41-6aeaeb9ac668,[img:flags/SA.gif],01:21:39.131,1175 / 2293,957 / 1531,01:18:31.350,7.6 Km/Hr,7:51 min/km,10 KM
10KM RUN,#2_Male,7954,100a0039-67df-4519-b483-0f1b51f4bdc7,[img:flags/SA.gif],01:24:21.389,1177 / 2293,958 / 1531,01:18:34.497,7.6 Km/Hr,7:51 min/km,10 KM
10KM RUN,#2_Male,6098,dd551a66-d371-4b64-9af8-1568a228def6,[img:flags/GB.gif],01:19:43.431,1179 / 2293,959 / 1531,01:18:35.734,7.6 Km/Hr,7:51 min/km,10 KM
10KM RUN,#2_Male,8479,fa9f83d1-0772-4577-af72-f1381e3bdfdf,[img:flags/SA.gif],01:19:33.491,1180 / 2293,960 / 1531,01:18:36.981,7.6 Km/Hr,7:51 min/km,10 KM
10KM RUN,#2_Male,6911,c43472c5-a88e-4d95-8826-393ae1ab630f,[img:flags/SA.gif],01:19:30.520,1186 / 2293,961 / 1531,01:18:48.603,7.6 Km/Hr,7:52 min/km,10 KM
10KM RUN,#2_Male,8537,f2302623-0266-4442-ae59-a99f3251c7c9,[img:flags/EG.gif],01:39:13.803,1187 / 2293,962 / 1531,01:18:50.216,7.6 Km/Hr,7:53 min/km,10 KM
10KM RUN,#2_Male,6241,7bed06a1-1a8d-4069-a973-0d5a3a1598a4,[img:flags/IN.gif],01:21:33.732,1189 / 2293,963 / 1531,01:18:52.580,7.6 Km/Hr,7:53 min/km,10 KM
10KM RUN,#2_Male,7685,450ce912-c2bb-462d-8e88-bb3883361961,[img:flags/PK.gif],01:18:54.326,1190 / 2293,964 / 1531,01:18:54.326,7.6 Km/Hr,7:53 min/km,10 KM
10KM RUN,#2_Male,6701,a6389135-ed6d-47e0-be6f-6b254a60de5b,[img:flags/SA.gif],01:19:08.921,1191 / 2293,965 / 1531,01:18:56.381,7.6 Km/Hr,7:53 min/km,10 KM
10KM RUN,#2_Male,8441,5a01bedd-f441-46e9-a0ee-e604a7269e80,[img:flags/SA.gif],01:30:19.142,1193 / 2293,966 / 1531,01:18:57.439,7.5 Km/Hr,7:53 min/km,10 KM
10KM RUN,#2_Male,7355,f978a45b-538f-4a73-bb58-eeea53f3e082,[img:flags/SA.gif],01:33:37.207,1194 / 2293,967 / 1531,01:18:58.962,7.5 Km/Hr,7:53 min/km,10 KM
10KM RUN,#2_Male,8190,486a33f0-63e7-4fa5-a745-0daf6256b676,[img:flags/SA.gif],01:21:03.174,1196 / 2293,968 / 1531,01:19:00.375,7.5 Km/Hr,7:54 min/km,10 KM
10KM RUN,#2_Male,5330,19b5f5f0-67c5-4886-bd3f-ee1b7529be08,[img:flags/FR.gif],01:20:57.212,1198 / 2293,969 / 1531,01:19:01.375,7.5 Km/Hr,7:54 min/km,10 KM
10KM RUN,#2_Male,5478,2367e74e-23a9-494b-940a-4573acc2d01d,[img:flags/SA.gif],01:23:56.109,1201 / 2293,970 / 1531,01:19:04.674,7.5 Km/Hr,7:54 min/km,10 KM
10KM RUN,#2_Male,7488,27ce021f-6efa-4536-b663-824061736ee0,[img:flags/SA.gif],01:27:35.924,1202 / 2293,971 / 1531,01:19:06.408,7.5 Km/Hr,7:54 min/km,10 KM
10KM RUN,#2_Male,5135,26358a92-aa51-4858-91b6-b90843572955,[img:flags/SA.gif],01:21:25.673,1207 / 2293,972 / 1531,01:19:16.695,7.5 Km/Hr,7:55 min/km,10 KM
10KM RUN,#2_Male,7794,061081f9-5120-4d01-b3ad-65dea4a93e2a,[img:flags/SA.gif],01:24:04.083,1208 / 2293,973 / 1531,01:19:21.161,7.5 Km/Hr,7:56 min/km,10 KM
10KM RUN,#2_Male,8491,eff2a552-f30c-4022-a144-758c2846d867,[img:flags/SA.gif],01:22:05.615,1209 / 2293,974 / 1531,01:19:24.352,7.5 Km/Hr,7:56 min/km,10 KM
10KM RUN,#2_Male,6674,48b68121-cba6-49b5-b54f-284f4456e2ad,[img:flags/GB.gif],01:39:55.882,1212 / 2293,975 / 1531,01:19:26.250,7.5 Km/Hr,7:56 min/km,10 KM
10KM RUN,#2_Male,5983,a24660c2-249e-4cc5-9d69-493556b32065,[img:flags/SA.gif],01:19:27.850,1213 / 2293,976 / 1531,01:19:27.054,7.5 Km/Hr,7:56 min/km,10 KM
10KM RUN,#2_Male,7103,7d083367-60bb-4dbf-9d01-087f95a0a0dc,[img:flags/PH.gif],01:24:11.752,1215 / 2293,977 / 1531,01:19:28.121,7.5 Km/Hr,7:56 min/km,10 KM
10KM RUN,#2_Male,7331,b05d9563-51c6-490d-9627-72e8e7874448,[img:flags/EG.gif],01:40:07.866,1216 / 2293,978 / 1531,01:19:30.507,7.5 Km/Hr,7:57 min/km,10 KM
10KM RUN,#2_Male,5307,0680d01e-b17a-4bd6-b7b7-6fa45cea6f56,[img:flags/PK.gif],01:23:39.574,1217 / 2293,979 / 1531,01:19:32.287,7.5 Km/Hr,7:57 min/km,10 KM
10KM RUN,#2_Male,8167,112c6aa8-12ab-46bd-aa2c-a2d4aa7b2b2a,[img:flags/SA.gif],01:20:35.933,1218 / 2293,980 / 1531,01:19:34.714,7.5 Km/Hr,7:57 min/km,10 KM
10KM RUN,#2_Male,7613,6fba7f2c-c9a9-4899-bbca-a0a5b110d755,[img:flags/SA.gif],01:26:01.097,1220 / 2293,981 / 1531,01:19:35.963,7.5 Km/Hr,7:57 min/km,10 KM
10KM RUN,#2_Male,8497,a0d6e533-8d77-4a72-ab64-3e898933028e,[img:flags/NG.gif],01:21:13.354,1221 / 2293,982 / 1531,01:19:36.901,7.5 Km/Hr,7:57 min/km,10 KM
